3.1416,1.5708,1.1781,0.98175,0.85903,0.77313,0.7087,0.65808,0.61695,0.58267,0.55354,0.52838,0.50636,0.48689,0.4695,0.45385,0.43967,0.42673,0.41488,0.40396,0.39386,0.38449,0.37575,0.36758,0.35992,0.35272,0.34594,0.33953,0.33347,0.32772,0.32226,0.31706,0.31211,0.30738,0.30286,0.29853,0.29439,0.29041,0.28659,0.28291,0.27938,0.27597,0.27268,0.26951,0.26645,0.26349,0.26062,0.25785,0.25517,0.25256,0.25004,0.24759,0.2452,0.24289,0.24064,0.23846,0.23633,0.23425,0.23223,0.23027,0.22835,0.22647,0.22465,0.22287,0.22112,0.21942,0.21776,0.21614,0.21455,0.21299,0.21147,0.20998,0.20852,0.2071,0.2057,0.20432,0.20298,0.20166,0.20037,0.1991,0.19786,0.19664,0.19544,0.19426,0.1931,0.19197,0.19085,0.18975,0.18868,0.18762,0.18657,0.18555,0.18454,0.18355,0.18257,0.18161,0.18066,0.17973,0.17882,0.17791,0.17702,0.17615,0.17528,0.17443,0.17359,0.17277,0.17195,0.17115,0.17036,0.16958,0.1688,0.16804,0.16729,0.16655,0.16582,0.1651,0.16439,0.16369,0.16299,0.16231,0.16163,0.16097,0.16031,0.15965,0.15901,0.15837,0.15775,0.15713,0.15651,0.1559,0.15531,0.15471,0.15413,0.15355,0.15297,0.15241,0.15185,0.15129,0.15074,0.1502,0.14967,0.14914,0.14861,0.14809,0.14758,0.14707,0.14656,0.14607,0.14557,0.14508,0.1446,0.14412,0.14365,0.14318,0.14271,0.14225,0.1418,0.14134,0.1409,0.14045,0.14002,0.13958,0.13915,0.13872,0.1383,0.13788,0.13747,0.13705,0.13665,0.13624
1.5708,2.3562,1.3744,1.0799,0.92039,0.81608,0.74091,0.68339,0.63751,0.59981,0.56811,0.54096,0.51737,0.49662,0.47819,0.46167,0.44676,0.4332,0.42081,0.40942,0.39891,0.38917,0.38012,0.37166,0.36375,0.35632,0.34933,0.34274,0.3365,0.3306,0.32499,0.31966,0.31458,0.30974,0.30512,0.30069,0.29646,0.2924,0.2885,0.28475,0.28114,0.27767,0.27433,0.2711,0.26798,0.26497,0.26206,0.25924,0.25651,0.25386,0.2513,0.24881,0.2464,0.24405,0.24177,0.23955,0.23739,0.23529,0.23324,0.23125,0.22931,0.22741,0.22556,0.22376,0.22199,0.22027,0.21859,0.21695,0.21534,0.21377,0.21223,0.21073,0.20925,0.20781,0.2064,0.20501,0.20365,0.20232,0.20102,0.19974,0.19848,0.19725,0.19604,0.19485,0.19368,0.19254,0.19141,0.1903,0.18922,0.18815,0.18709,0.18606,0.18504,0.18404,0.18306,0.18209,0.18114,0.1802,0.17928,0.17837,0.17747,0.17659,0.17572,0.17486,0.17401,0.17318,0.17236,0.17155,0.17075,0.16997,0.16919,0.16842,0.16767,0.16692,0.16619,0.16546,0.16475,0.16404,0.16334,0.16265,0.16197,0.1613,0.16064,0.15998,0.15933,0.15869,0.15806,0.15744,0.15682,0.15621,0.1556,0.15501,0.15442,0.15384,0.15326,0.15269,0.15213,0.15157,0.15102,0.15047,0.14993,0.1494,0.14887,0.14835,0.14783,0.14732,0.14682,0.14631,0.14582,0.14533,0.14484,0.14436,0.14388,0.14341,0.14294,0.14248,0.14202,0.14157,0.14112,0.14068,0.14023,0.1398,0.13937,0.13894,0.13851,0.13809,0.13767,0.13726,0.13685,0.13644
1.1781,1.3744,2.0126,1.2517,1.0094,0.87284,0.78118,0.71388,0.66164,0.61952,0.5846,0.55503,0.52956,0.50732,0.48767,0.47015,0.4544,0.44013,0.42714,0.41523,0.40427,0.39413,0.38473,0.37596,0.36777,0.36009,0.35288,0.34608,0.33966,0.33359,0.32783,0.32236,0.31715,0.31219,0.30746,0.30293,0.2986,0.29445,0.29047,0.28664,0.28296,0.27942,0.27601,0.27273,0.26955,0.26649,0.26353,0.26066,0.25788,0.2552,0.25259,0.25006,0.24761,0.24523,0.24292,0.24067,0.23848,0.23635,0.23427,0.23225,0.23028,0.22836,0.22649,0.22466,0.22288,0.22114,0.21944,0.21778,0.21615,0.21456,0.213,0.21148,0.20999,0.20853,0.20711,0.20571,0.20433,0.20299,0.20167,0.20038,0.19911,0.19787,0.19664,0.19544,0.19427,0.19311,0.19197,0.19086,0.18976,0.18868,0.18762,0.18658,0.18555,0.18455,0.18355,0.18258,0.18162,0.18067,0.17974,0.17882,0.17792,0.17703,0.17615,0.17529,0.17444,0.1736,0.17277,0.17196,0.17115,0.17036,0.16958,0.16881,0.16805,0.1673,0.16656,0.16583,0.16511,0.16439,0.16369,0.163,0.16231,0.16164,0.16097,0.16031,0.15966,0.15901,0.15838,0.15775,0.15713,0.15651,0.15591,0.15531,0.15471,0.15413,0.15355,0.15298,0.15241,0.15185,0.1513,0.15075,0.1502,0.14967,0.14914,0.14861,0.14809,0.14758,0.14707,0.14657,0.14607,0.14557,0.14509,0.1446,0.14412,0.14365,0.14318,0.14271,0.14225,0.1418,0.14135,0.1409,0.14046,0.14002,0.13958,0.13915,0.13872,0.1383,0.13788,0.13747,0.13706,0.13665
0.98175,1.0799,1.2517,1.804,1.1643,0.9549,0.83429,0.75194,0.69067,0.64262,0.60356,0.57095,0.54318,0.51915,0.49807,0.47939,0.46268,0.44761,0.43393,0.42144,0.40997,0.39939,0.3896,0.38049,0.372,0.36405,0.3566,0.34958,0.34296,0.33671,0.33078,0.32516,0.31982,0.31473,0.30988,0.30524,0.30081,0.29657,0.2925,0.28859,0.28484,0.28123,0.27775,0.2744,0.27117,0.26805,0.26503,0.26212,0.25929,0.25656,0.25391,0.25135,0.24886,0.24644,0.24409,0.24181,0.23959,0.23743,0.23532,0.23328,0.23128,0.22934,0.22744,0.22559,0.22378,0.22202,0.2203,0.21862,0.21697,0.21536,0.21379,0.21225,0.21075,0.20927,0.20783,0.20641,0.20503,0.20367,0.20234,0.20103,0.19975,0.19849,0.19726,0.19605,0.19486,0.19369,0.19255,0.19142,0.19031,0.18923,0.18816,0.18711,0.18607,0.18505,0.18405,0.18307,0.1821,0.18115,0.18021,0.17928,0.17837,0.17748,0.17659,0.17572,0.17487,0.17402,0.17319,0.17237,0.17156,0.17076,0.16997,0.1692,0.16843,0.16768,0.16693,0.16619,0.16547,0.16475,0.16405,0.16335,0.16266,0.16198,0.1613,0.16064,0.15999,0.15934,0.1587,0.15807,0.15744,0.15682,0.15621,0.15561,0.15501,0.15442,0.15384,0.15326,0.15269,0.15213,0.15157,0.15102,0.15048,0.14994,0.1494,0.14888,0.14835,0.14784,0.14733,0.14682,0.14632,0.14582,0.14533,0.14484,0.14436,0.14389,0.14341,0.14295,0.14249,0.14203,0.14157,0.14112,0.14068,0.14024,0.1398,0.13937,0.13894,0.13851,0.13809,0.13768,0.13726,0.13685
0.85903,0.92039,1.0094,1.1643,1.6584,1.0973,0.91092,0.80207,0.72687,0.6704,0.62577,0.58925,0.5586,0.53237,0.50958,0.48952,0.47169,0.4557,0.44124,0.42809,0.41606,0.40499,0.39477,0.38529,0.37646,0.36822,0.3605,0.35324,0.34641,0.33996,0.33386,0.32808,0.32259,0.31737,0.31239,0.30764,0.3031,0.29876,0.2946,0.2906,0.28677,0.28308,0.27954,0.27612,0.27283,0.26965,0.26658,0.26361,0.26074,0.25796,0.25527,0.25266,0.25013,0.24767,0.24529,0.24297,0.24072,0.23853,0.2364,0.23432,0.2323,0.23033,0.22841,0.22653,0.2247,0.22292,0.22117,0.21947,0.21781,0.21618,0.21459,0.21303,0.21151,0.21002,0.20856,0.20713,0.20573,0.20436,0.20301,0.20169,0.2004,0.19913,0.19789,0.19666,0.19546,0.19429,0.19313,0.19199,0.19088,0.18978,0.1887,0.18764,0.1866,0.18557,0.18456,0.18357,0.18259,0.18163,0.18068,0.17975,0.17883,0.17793,0.17704,0.17616,0.1753,0.17445,0.17361,0.17278,0.17197,0.17116,0.17037,0.16959,0.16882,0.16806,0.16731,0.16657,0.16584,0.16511,0.1644,0.1637,0.16301,0.16232,0.16164,0.16098,0.16032,0.15966,0.15902,0.15838,0.15776,0.15713,0.15652,0.15591,0.15531,0.15472,0.15413,0.15355,0.15298,0.15242,0.15185,0.1513,0.15075,0.15021,0.14967,0.14914,0.14862,0.1481,0.14758,0.14707,0.14657,0.14607,0.14558,0.14509,0.14461,0.14413,0.14365,0.14318,0.14272,0.14226,0.1418,0.14135,0.1409,0.14046,0.14002,0.13959,0.13915,0.13873,0.1383,0.13789,0.13747,0.13706
0.77313,0.81608,0.87284,0.9549,1.0973,1.5487,1.0435,0.87426,0.7745,0.70501,0.65246,0.61067,0.5763,0.54733,0.52244,0.50074,0.48158,0.46451,0.44916,0.43526,0.42258,0.41097,0.40027,0.39037,0.38118,0.37261,0.3646,0.35709,0.35003,0.34337,0.33708,0.33112,0.32547,0.32011,0.315,0.31012,0.30547,0.30102,0.29676,0.29268,0.28876,0.285,0.28138,0.27789,0.27453,0.27129,0.26816,0.26514,0.26222,0.25939,0.25666,0.254,0.25143,0.24894,0.24652,0.24416,0.24188,0.23965,0.23749,0.23539,0.23334,0.23134,0.22939,0.22749,0.22564,0.22383,0.22207,0.22034,0.21866,0.21701,0.2154,0.21383,0.21229,0.21078,0.20931,0.20786,0.20645,0.20506,0.2037,0.20237,0.20106,0.19978,0.19852,0.19729,0.19607,0.19489,0.19372,0.19257,0.19144,0.19034,0.18925,0.18818,0.18713,0.18609,0.18507,0.18407,0.18309,0.18212,0.18116,0.18022,0.1793,0.17839,0.17749,0.17661,0.17574,0.17488,0.17404,0.1732,0.17238,0.17157,0.17077,0.16999,0.16921,0.16844,0.16769,0.16694,0.16621,0.16548,0.16476,0.16406,0.16336,0.16267,0.16199,0.16131,0.16065,0.15999,0.15935,0.15871,0.15807,0.15745,0.15683,0.15622,0.15562,0.15502,0.15443,0.15385,0.15327,0.1527,0.15214,0.15158,0.15103,0.15048,0.14994,0.14941,0.14888,0.14836,0.14784,0.14733,0.14682,0.14632,0.14583,0.14534,0.14485,0.14437,0.14389,0.14342,0.14295,0.14249,0.14203,0.14158,0.14113,0.14068,0.14024,0.13981,0.13937,0.13894,0.13852,0.1381,0.13768,0.13727
0.7087,0.74091,0.78118,0.83429,0.91092,1.0435,1.4617,0.9988,0.84297,0.75049,0.68568,0.63639,0.59701,0.56449,0.53697,0.51326,0.49252,0.47418,0.45778,0.44301,0.42961,0.41737,0.40614,0.39578,0.38618,0.37726,0.36893,0.36114,0.35382,0.34694,0.34044,0.3343,0.32848,0.32296,0.3177,0.3127,0.30793,0.30337,0.29901,0.29483,0.29082,0.28697,0.28327,0.27972,0.27629,0.27298,0.2698,0.26672,0.26374,0.26087,0.25808,0.25538,0.25277,0.25023,0.24777,0.24538,0.24306,0.2408,0.23861,0.23647,0.23439,0.23237,0.23039,0.22847,0.22659,0.22476,0.22298,0.22123,0.21953,0.21786,0.21623,0.21464,0.21308,0.21156,0.21006,0.2086,0.20717,0.20577,0.2044,0.20305,0.20173,0.20043,0.19916,0.19792,0.19669,0.19549,0.19431,0.19316,0.19202,0.1909,0.1898,0.18872,0.18766,0.18662,0.18559,0.18458,0.18359,0.18261,0.18165,0.1807,0.17977,0.17885,0.17795,0.17706,0.17618,0.17532,0.17447,0.17363,0.1728,0.17198,0.17118,0.17039,0.1696,0.16883,0.16807,0.16732,0.16658,0.16585,0.16513,0.16441,0.16371,0.16302,0.16233,0.16166,0.16099,0.16033,0.15968,0.15903,0.15839,0.15777,0.15714,0.15653,0.15592,0.15532,0.15473,0.15414,0.15356,0.15299,0.15242,0.15186,0.15131,0.15076,0.15022,0.14968,0.14915,0.14862,0.1481,0.14759,0.14708,0.14658,0.14608,0.14558,0.1451,0.14461,0.14413,0.14366,0.14319,0.14272,0.14226,0.14181,0.14136,0.14091,0.14047,0.14003,0.13959,0.13916,0.13873,0.13831,0.13789,0.13748
0.65808,0.68339,0.71388,0.75194,0.80207,0.87426,0.9988,1.3904,0.96085,0.81578,0.72929,0.66839,0.62187,0.58457,0.55365,0.52741,0.50474,0.48486,0.46724,0.45146,0.43722,0.42427,0.41243,0.40155,0.3915,0.38218,0.37351,0.3654,0.35781,0.35068,0.34396,0.33762,0.33162,0.32593,0.32052,0.31538,0.31048,0.3058,0.30133,0.29705,0.29295,0.28901,0.28523,0.2816,0.2781,0.27473,0.27147,0.26834,0.26531,0.26237,0.25954,0.2568,0.25414,0.25156,0.24906,0.24663,0.24427,0.24198,0.23975,0.23758,0.23547,0.23342,0.23142,0.22947,0.22757,0.22571,0.2239,0.22213,0.22041,0.21872,0.21707,0.21546,0.21388,0.21234,0.21083,0.20936,0.20791,0.20649,0.2051,0.20374,0.20241,0.2011,0.19982,0.19856,0.19732,0.19611,0.19492,0.19375,0.1926,0.19148,0.19037,0.18928,0.18821,0.18715,0.18612,0.1851,0.1841,0.18311,0.18214,0.18119,0.18025,0.17932,0.17841,0.17751,0.17663,0.17576,0.1749,0.17405,0.17322,0.1724,0.17159,0.17079,0.17,0.16923,0.16846,0.1677,0.16696,0.16622,0.16549,0.16478,0.16407,0.16337,0.16268,0.162,0.16133,0.16066,0.16001,0.15936,0.15872,0.15809,0.15746,0.15684,0.15623,0.15563,0.15503,0.15444,0.15386,0.15328,0.15271,0.15215,0.15159,0.15104,0.15049,0.14995,0.14942,0.14889,0.14837,0.14785,0.14734,0.14683,0.14633,0.14584,0.14534,0.14486,0.14438,0.1439,0.14343,0.14296,0.1425,0.14204,0.14159,0.14114,0.14069,0.14025,0.13981,0.13938,0.13895,0.13852,0.1381,0.13769
0.61695,0.63751,0.66164,0.69067,0.72687,0.7745,0.84297,0.96085,1.3303,0.928,0.79183,0.71035,0.65278,0.60865,0.57315,0.54365,0.51854,0.4968,0.47769,0.46072,0.4455,0.43174,0.41921,0.40774,0.39718,0.38742,0.37836,0.36992,0.36202,0.35462,0.34766,0.3411,0.3349,0.32903,0.32346,0.31817,0.31313,0.30832,0.30374,0.29935,0.29515,0.29112,0.28725,0.28354,0.27996,0.27652,0.2732,0.27,0.26691,0.26393,0.26104,0.25824,0.25554,0.25292,0.25037,0.2479,0.24551,0.24318,0.24092,0.23872,0.23658,0.23449,0.23247,0.23049,0.22856,0.22668,0.22484,0.22305,0.22131,0.2196,0.21793,0.2163,0.2147,0.21314,0.21162,0.21012,0.20866,0.20723,0.20582,0.20445,0.2031,0.20178,0.20048,0.19921,0.19796,0.19674,0.19553,0.19435,0.19319,0.19206,0.19094,0.18984,0.18876,0.1877,0.18665,0.18562,0.18461,0.18362,0.18264,0.18168,0.18073,0.1798,0.17888,0.17797,0.17708,0.17621,0.17534,0.17449,0.17365,0.17282,0.172,0.1712,0.17041,0.16962,0.16885,0.16809,0.16734,0.1666,0.16587,0.16514,0.16443,0.16373,0.16303,0.16235,0.16167,0.161,0.16034,0.15969,0.15905,0.15841,0.15778,0.15716,0.15654,0.15594,0.15534,0.15474,0.15416,0.15358,0.153,0.15244,0.15187,0.15132,0.15077,0.15023,0.14969,0.14916,0.14863,0.14811,0.1476,0.14709,0.14659,0.14609,0.14559,0.14511,0.14462,0.14414,0.14367,0.1432,0.14273,0.14227,0.14182,0.14136,0.14092,0.14047,0.14003,0.1396,0.13917,0.13874,0.13832,0.1379
0.58267,0.59981,0.61952,0.64262,0.6704,0.70501,0.75049,0.81578,0.928,1.2788,0.89914,0.77047,0.69328,0.63857,0.59653,0.56262,0.53437,0.51027,0.48936,0.47096,0.45458,0.43986,0.42654,0.4144,0.40327,0.39301,0.38352,0.3747,0.36647,0.35877,0.35155,0.34475,0.33833,0.33227,0.32653,0.32107,0.31589,0.31095,0.30623,0.30173,0.29742,0.2933,0.28934,0.28554,0.28188,0.27837,0.27498,0.27171,0.26856,0.26552,0.26258,0.25973,0.25698,0.25431,0.25172,0.24921,0.24678,0.24441,0.24211,0.23988,0.23771,0.23559,0.23353,0.23153,0.22957,0.22767,0.22581,0.22399,0.22222,0.22049,0.2188,0.21715,0.21554,0.21396,0.21241,0.2109,0.20942,0.20797,0.20655,0.20516,0.2038,0.20246,0.20115,0.19987,0.19861,0.19737,0.19616,0.19497,0.1938,0.19265,0.19152,0.19041,0.18932,0.18824,0.18719,0.18615,0.18514,0.18413,0.18315,0.18218,0.18122,0.18028,0.17935,0.17844,0.17754,0.17666,0.17579,0.17493,0.17408,0.17325,0.17242,0.17161,0.17081,0.17003,0.16925,0.16848,0.16772,0.16698,0.16624,0.16551,0.1648,0.16409,0.16339,0.1627,0.16202,0.16135,0.16068,0.16002,0.15938,0.15873,0.1581,0.15748,0.15686,0.15625,0.15564,0.15505,0.15446,0.15387,0.1533,0.15273,0.15216,0.1516,0.15105,0.15051,0.14997,0.14943,0.1489,0.14838,0.14786,0.14735,0.14684,0.14634,0.14585,0.14535,0.14487,0.14439,0.14391,0.14344,0.14297,0.14251,0.14205,0.14159,0.14114,0.1407,0.14026,0.13982,0.13939,0.13896,0.13853,0.13811
