2.0786,0.75132,0.47321,0.3489,0.27763,0.23115,0.19833,0.17386,0.1549,0.13974,0.12735
0.75132,1.4805,0.62766,0.41856,0.31786,0.25755,0.21706,0.18789,0.16581,0.14849,0.13453
0.47321,0.62766,1.235,0.55559,0.38158,0.29503,0.24195,0.2057,0.17923,0.15899,0.14297
0.3489,0.41856,0.55559,1.0916,0.50679,0.35437,0.27729,0.22938,0.19629,0.1719,0.15311
0.27763,0.31786,0.38158,0.50679,0.99419,0.47084,0.33323,0.26299,0.21895,0.18831,0.16559
0.23115,0.25755,0.29503,0.35437,0.47084,0.92221,0.44287,0.31616,0.25113,0.21012,0.18144
0.19833,0.21706,0.24195,0.27729,0.33323,0.44287,0.86603,0.42028,0.30201,0.24108,0.20251
0.17386,0.18789,0.2057,0.22938,0.26299,0.31616,0.42028,0.8205,0.4015,0.29,0.23241
0.1549,0.16581,0.17923,0.19629,0.21895,0.25113,0.30201,0.4015,0.78256,0.38556,0.27964
0.13974,0.14849,0.15899,0.1719,0.18831,0.21012,0.24108,0.29,0.38556,0.75026,0.37178
0.12735,0.13453,0.14297,0.15311,0.16559,0.18144,0.20251,0.23241,0.27964,0.37178,0.72229
