1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1.5,1.75,1.8333,1.875,1.9,1.9167,1.9286,1.9375,1.9444,1.95,1.9545,1.9583,1.9615,1.9643,1.9667,1.9688,1.9706,1.9722,1.9737,1.975,1.9762,1.9773,1.9783,1.9792,1.98,1.9808,1.9815,1.9821,1.9828,1.9833,1.9839,1.9844,1.9848,1.9853,1.9857,1.9861,1.9865,1.9868,1.9872,1.9875,1.9878,1.9881,1.9884,1.9886,1.9889,1.9891,1.9894,1.9896,1.9898,1.99,1.9902,1.9904,1.9906,1.9907,1.9909,1.9911,1.9912,1.9914,1.9915,1.9917,1.9918,1.9919,1.9921,1.9922,1.9923,1.9924,1.9925,1.9926,1.9928,1.9929,1.993,1.9931,1.9932,1.9932,1.9933,1.9934,1.9935,1.9936,1.9937,1.9937,1.9938,1.9939,1.994,1.994,1.9941,1.9942,1.9943,1.9943,1.9944,1.9944,1.9945,1.9946,1.9946,1.9947,1.9947,1.9948,1.9948,1.9949,1.9949,1.995
1,1.75,1.7083,2.125,2.2847,2.3708,2.425,2.4623,2.4896,2.5104,2.5269,2.5402,2.5511,2.5604,2.5682,2.575,2.5809,2.5861,2.5907,2.5948,2.5985,2.6018,2.6048,2.6075,2.6101,2.6124,2.6145,2.6165,2.6183,2.62,2.6216,2.623,2.6244,2.6257,2.6269,2.6281,2.6292,2.6302,2.6312,2.6321,2.633,2.6338,2.6346,2.6353,2.6361,2.6367,2.6374,2.638,2.6386,2.6392,2.6398,2.6403,2.6408,2.6413,2.6418,2.6422,2.6427,2.6431,2.6435,2.6439,2.6443,2.6446,2.645,2.6454,2.6457,2.646,2.6463,2.6466,2.6469,2.6472,2.6475,2.6478,2.648,2.6483,2.6485,2.6488,2.649,2.6493,2.6495,2.6497,2.6499,2.6501,2.6503,2.6505,2.6507,2.6509,2.6511,2.6513,2.6514,2.6516,2.6518,2.6519,2.6521,2.6523,2.6524,2.6526,2.6527,2.6529,2.653,2.6531,2.6533
1,1.8333,2.125,1.8375,2.3719,2.5938,2.7194,2.8011,2.8587,2.9016,2.9349,2.9614,2.9831,3.0012,3.0164,3.0295,3.0409,3.0508,3.0595,3.0673,3.0743,3.0806,3.0862,3.0914,3.0961,3.1004,3.1044,3.108,3.1114,3.1146,3.1175,3.1203,3.1228,3.1252,3.1275,3.1296,3.1316,3.1335,3.1353,3.137,3.1386,3.1402,3.1416,3.143,3.1443,3.1456,3.1468,3.148,3.1491,3.1501,3.1511,3.1521,3.153,3.1539,3.1548,3.1556,3.1565,3.1572,3.158,3.1587,3.1594,3.1601,3.1607,3.1614,3.162,3.1626,3.1631,3.1637,3.1642,3.1648,3.1653,3.1658,3.1663,3.1667,3.1672,3.1676,3.168,3.1685,3.1689,3.1693,3.1697,3.17,3.1704,3.1708,3.1711,3.1715,3.1718,3.1721,3.1725,3.1728,3.1731,3.1734,3.1737,3.1739,3.1742,3.1745,3.1748,3.175,3.1753,3.1755,3.1758
1,1.875,2.2847,2.3719,1.9306,2.5547,2.8278,2.9878,3.0945,3.1712,3.2292,3.2746,3.3113,3.3414,3.3667,3.3882,3.4067,3.4229,3.437,3.4496,3.4608,3.4708,3.4799,3.4881,3.4956,3.5024,3.5087,3.5145,3.5199,3.5249,3.5295,3.5338,3.5378,3.5416,3.5451,3.5485,3.5516,3.5546,3.5574,3.56,3.5625,3.5649,3.5672,3.5694,3.5714,3.5734,3.5753,3.5771,3.5788,3.5804,3.582,3.5835,3.585,3.5864,3.5877,3.589,3.5902,3.5914,3.5926,3.5937,3.5948,3.5959,3.5969,3.5978,3.5988,3.5997,3.6006,3.6015,3.6023,3.6031,3.6039,3.6047,3.6054,3.6061,3.6068,3.6075,3.6082,3.6088,3.6094,3.6101,3.6107,3.6112,3.6118,3.6124,3.6129,3.6134,3.614,3.6145,3.6149,3.6154,3.6159,3.6164,3.6168,3.6173,3.6177,3.6181,3.6185,3.6189,3.6193,3.6197,3.6201
1,1.9,2.3708,2.5938,2.5547,2.0032,2.6993,3.0155,3.2057,3.3349,3.4293,3.5014,3.5585,3.6049,3.6434,3.6759,3.7036,3.7276,3.7486,3.7671,3.7836,3.7983,3.8115,3.8234,3.8343,3.8443,3.8534,3.8617,3.8695,3.8766,3.8833,3.8895,3.8952,3.9006,3.9057,3.9105,3.9149,3.9192,3.9232,3.9269,3.9305,3.9339,3.9371,3.9402,3.9431,3.9459,3.9486,3.9511,3.9536,3.9559,3.9581,3.9603,3.9623,3.9643,3.9662,3.968,3.9698,3.9715,3.9731,3.9747,3.9762,3.9777,3.9791,3.9805,3.9819,3.9831,3.9844,3.9856,3.9868,3.9879,3.989,3.9901,3.9912,3.9922,3.9932,3.9941,3.9951,3.996,3.9969,3.9977,3.9986,3.9994,4.0002,4.001,4.0017,4.0025,4.0032,4.0039,4.0046,4.0053,4.0059,4.0066,4.0072,4.0078,4.0084,4.009,4.0096,4.0102,4.0107,4.0113,4.0118
1,1.9167,2.425,2.7194,2.8278,2.6993,2.0626,2.8187,3.1719,3.3887,3.5383,3.6489,3.7343,3.8025,3.8583,3.9048,3.9443,3.9782,4.0076,4.0334,4.0563,4.0766,4.0949,4.1114,4.1263,4.1399,4.1523,4.1637,4.1742,4.184,4.193,4.2014,4.2092,4.2165,4.2233,4.2297,4.2358,4.2415,4.2468,4.2519,4.2567,4.2613,4.2656,4.2697,4.2736,4.2774,4.2809,4.2843,4.2876,4.2907,4.2937,4.2965,4.2993,4.3019,4.3044,4.3069,4.3092,4.3115,4.3137,4.3158,4.3178,4.3198,4.3216,4.3235,4.3253,4.327,4.3286,4.3302,4.3318,4.3333,4.3348,4.3362,4.3376,4.3389,4.3403,4.3415,4.3428,4.344,4.3452,4.3463,4.3474,4.3485,4.3496,4.3506,4.3516,4.3526,4.3535,4.3545,4.3554,4.3563,4.3572,4.358,4.3588,4.3597,4.3605,4.3612,4.362,4.3627,4.3635,4.3642,4.3649
1,1.9286,2.4623,2.8011,2.9878,3.0155,2.8187,2.1128,2.9202,3.3057,3.5463,3.7144,3.8399,3.9377,4.0164,4.0811,4.1354,4.1816,4.2215,4.2563,4.2869,4.314,4.3383,4.3601,4.3798,4.3977,4.414,4.429,4.4427,4.4554,4.4672,4.4781,4.4882,4.4977,4.5066,4.5149,4.5227,4.5301,4.537,4.5436,4.5498,4.5556,4.5612,4.5665,4.5715,4.5763,4.5809,4.5853,4.5894,4.5934,4.5973,4.6009,4.6044,4.6078,4.611,4.6142,4.6172,4.6201,4.6228,4.6255,4.6281,4.6306,4.633,4.6354,4.6376,4.6398,4.6419,4.644,4.646,4.6479,4.6498,4.6516,4.6534,4.6551,4.6568,4.6584,4.66,4.6615,4.663,4.6644,4.6659,4.6672,4.6686,4.6699,4.6712,4.6724,4.6736,4.6748,4.676,4.6771,4.6782,4.6793,4.6804,4.6814,4.6824,4.6834,4.6844,4.6853,4.6863,4.6872,4.6881
1,1.9375,2.4896,2.8587,3.0945,3.2057,3.1719,2.9202,2.1563,3.0083,3.4225,3.6845,3.8695,4.0089,4.1182,4.2067,4.2799,4.3416,4.3944,4.4401,4.4801,4.5154,4.5467,4.5748,4.6001,4.623,4.6439,4.663,4.6805,4.6966,4.7115,4.7253,4.7381,4.7501,4.7613,4.7717,4.7815,4.7908,4.7995,4.8077,4.8154,4.8228,4.8297,4.8364,4.8426,4.8486,4.8543,4.8598,4.865,4.8699,4.8747,4.8792,4.8836,4.8878,4.8918,4.8957,4.8994,4.903,4.9065,4.9098,4.913,4.9161,4.9191,4.922,4.9248,4.9275,4.9301,4.9327,4.9351,4.9375,4.9398,4.9421,4.9443,4.9464,4.9484,4.9504,4.9524,4.9543,4.9561,4.9579,4.9597,4.9614,4.963,4.9647,4.9662,4.9678,4.9693,4.9707,4.9722,4.9736,4.9749,4.9763,4.9776,4.9788,4.9801,4.9813,4.9825,4.9837,4.9848,4.9859,4.987
1,1.9444,2.5104,2.9016,3.1712,3.3349,3.3887,3.3057,3.0083,2.1947,3.0862,3.5261,3.8074,4.008,4.1601,4.2803,4.3781,4.4594,4.5282,4.5873,4.6386,4.6836,4.7234,4.7589,4.7908,4.8196,4.8457,4.8695,4.8913,4.9113,4.9298,4.9469,4.9627,4.9775,4.9912,5.0041,5.0162,5.0275,5.0382,5.0483,5.0578,5.0667,5.0753,5.0833,5.091,5.0983,5.1053,5.1119,5.1182,5.1243,5.1301,5.1356,5.1409,5.146,5.1509,5.1556,5.1601,5.1644,5.1686,5.1727,5.1766,5.1803,5.1839,5.1874,5.1908,5.1941,5.1973,5.2004,5.2033,5.2062,5.209,5.2117,5.2144,5.2169,5.2194,5.2218,5.2242,5.2265,5.2287,5.2308,5.2329,5.235,5.237,5.2389,5.2408,5.2427,5.2445,5.2463,5.248,5.2497,5.2513,5.2529,5.2545,5.256,5.2575,5.259,5.2604,5.2619,5.2632,5.2646,5.2659
1,1.95,2.5269,2.9349,3.2292,3.4293,3.5383,3.5463,3.4225,3.0862,2.229,3.156,3.6191,3.9181,4.133,4.2971,4.4274,4.534,4.6229,4.6985,4.7636,4.8203,4.8702,4.9145,4.954,4.9896,5.0218,5.051,5.0777,5.1022,5.1247,5.1455,5.1648,5.1827,5.1994,5.215,5.2296,5.2433,5.2561,5.2682,5.2797,5.2905,5.3007,5.3104,5.3196,5.3283,5.3367,5.3446,5.3522,5.3594,5.3663,5.3729,5.3793,5.3853,5.3912,5.3968,5.4022,5.4073,5.4123,5.4171,5.4218,5.4262,5.4305,5.4347,5.4387,5.4426,5.4464,5.45,5.4536,5.457,5.4603,5.4635,5.4667,5.4697,5.4726,5.4755,5.4783,5.481,5.4836,5.4862,5.4887,5.4911,5.4935,5.4958,5.498,5.5002,5.5024,5.5045,5.5065,5.5085,5.5104,5.5123,5.5142,5.516,5.5178,5.5195,5.5212,5.5229,5.5245,5.5261,5.5276
1,1.9545,2.5402,2.9614,3.2746,3.5014,3.6489,3.7144,3.6845,3.5261,3.156,2.26,3.2191,3.7034,4.0187,4.2468,4.4221,4.5619,4.6768,4.7731,4.8551,4.926,4.9879,5.0426,5.0911,5.1346,5.1738,5.2093,5.2416,5.2712,5.2983,5.3233,5.3464,5.3679,5.3878,5.4064,5.4238,5.4401,5.4554,5.4698,5.4833,5.4962,5.5083,5.5197,5.5306,5.541,5.5508,5.5602,5.5691,5.5776,5.5857,5.5935,5.601,5.6081,5.615,5.6216,5.6279,5.634,5.6398,5.6455,5.6509,5.6561,5.6612,5.6661,5.6708,5.6753,5.6797,5.684,5.6881,5.6922,5.696,5.6998,5.7034,5.707,5.7104,5.7138,5.717,5.7202,5.7233,5.7263,5.7292,5.732,5.7348,5.7375,5.7401,5.7426,5.7451,5.7476,5.7499,5.7523,5.7545,5.7567,5.7589,5.761,5.7631,5.7651,5.7671,5.769,5.7709,5.7728,5.7746
1,1.9583,2.5511,2.9831,3.3113,3.5585,3.7343,3.8399,3.8695,3.8074,3.6191,3.2191,2.2883,3.2767,3.7804,4.1108,4.3513,4.537,4.6858,4.8085,4.9118,5,5.0765,5.1434,5.2026,5.2554,5.3027,5.3454,5.3841,5.4194,5.4518,5.4815,5.509,5.5344,5.558,5.58,5.6005,5.6196,5.6376,5.6545,5.6705,5.6855,5.6997,5.7131,5.7258,5.7379,5.7494,5.7603,5.7707,5.7806,5.7901,5.7991,5.8078,5.8161,5.8241,5.8317,5.8391,5.8461,5.8529,5.8594,5.8657,5.8718,5.8777,5.8833,5.8888,5.894,5.8991,5.9041,5.9089,5.9135,5.918,5.9223,5.9265,5.9306,5.9346,5.9385,5.9422,5.9459,5.9494,5.9528,5.9562,5.9595,5.9627,5.9658,5.9688,5.9717,5.9746,5.9774,5.9801,5.9828,5.9854,5.988,5.9904,5.9929,5.9953,5.9976,5.9998,6.0021,6.0042,6.0064,6.0085
1,1.9615,2.5604,3.0012,3.3414,3.6049,3.8025,3.9377,4.0089,4.008,3.9181,3.7034,3.2767,2.3143,3.3296,3.8514,4.1958,4.4478,4.6433,4.8006,4.9308,5.0406,5.1348,5.2166,5.2884,5.352,5.4088,5.4598,5.5059,5.5479,5.5862,5.6213,5.6536,5.6834,5.7111,5.7368,5.7608,5.7832,5.8041,5.8238,5.8423,5.8597,5.8762,5.8917,5.9065,5.9204,5.9337,5.9463,5.9583,5.9698,5.9807,5.9912,6.0012,6.0107,6.0199,6.0287,6.0371,6.0452,6.053,6.0605,6.0677,6.0747,6.0814,6.0879,6.0941,6.1002,6.106,6.1116,6.1171,6.1224,6.1275,6.1325,6.1373,6.142,6.1465,6.151,6.1552,6.1594,6.1634,6.1674,6.1712,6.1749,6.1786,6.1821,6.1856,6.1889,6.1922,6.1954,6.1985,6.2016,6.2045,6.2074,6.2103,6.213,6.2157,6.2184,6.221,6.2235,6.226,6.2284,6.2308
1,1.9643,2.5682,3.0164,3.3667,3.6434,3.8583,4.0164,4.1182,4.1601,4.133,4.0187,3.7804,3.3296,2.3383,3.3786,3.9171,4.2746,4.5375,4.7421,4.9076,5.0448,5.161,5.2608,5.3477,5.4242,5.4921,5.5528,5.6074,5.6569,5.7019,5.7431,5.7809,5.8157,5.8479,5.8778,5.9056,5.9315,5.9558,5.9785,5.9998,6.0199,6.0389,6.0568,6.0737,6.0897,6.1049,6.1194,6.1332,6.1463,6.1588,6.1707,6.1821,6.193,6.2035,6.2135,6.2231,6.2323,6.2412,6.2497,6.258,6.2659,6.2735,6.2809,6.288,6.2948,6.3015,6.3079,6.3141,6.3201,6.3259,6.3315,6.337,6.3423,6.3474,6.3524,6.3573,6.362,6.3666,6.371,6.3754,6.3796,6.3837,6.3877,6.3916,6.3954,6.3991,6.4027,6.4062,6.4097,6.413,6.4163,6.4195,6.4226,6.4257,6.4287,6.4316,6.4344,6.4372,6.44,6.4426
1,1.9667,2.575,3.0295,3.3882,3.6759,3.9048,4.0811,4.2067,4.2803,4.2971,4.2468,4.1108,3.8514,3.3786,2.3607,3.4242,3.9783,4.348,4.6211,4.8345,5.0076,5.1516,5.2738,5.379,5.4709,5.5519,5.6239,5.6883,5.7465,5.7992,5.8473,5.8912,5.9317,5.969,6.0035,6.0356,6.0654,6.0933,6.1194,6.1439,6.1669,6.1885,6.209,6.2283,6.2466,6.2639,6.2803,6.296,6.3109,6.3251,6.3386,6.3516,6.3639,6.3758,6.3871,6.398,6.4084,6.4185,6.4281,6.4374,6.4463,6.455,6.4633,6.4713,6.479,6.4865,6.4937,6.5007,6.5075,6.514,6.5203,6.5265,6.5325,6.5382,6.5439,6.5493,6.5546,6.5598,6.5648,6.5696,6.5744,6.579,6.5835,6.5878,6.5921,6.5963,6.6003,6.6043,6.6081,6.6119,6.6156,6.6191,6.6226,6.6261,6.6294,6.6327,6.6359,6.639,6.6421,6.6451
