1.1447,0.45158,0.1639,-0.018421,-0.15195,-0.25731,-0.34432,-0.41843,-0.48297,-0.54013,-0.59142,-0.63794,-0.6805,-0.71972,-0.75609,-0.78999,-0.82174,-0.85159,-0.87976,-0.90643,-0.93175
0.45158,0.45158,-0.24156,-0.52925,-0.71157,-0.8451,-0.95046,-1.0375,-1.1116,-1.1761,-1.2333,-1.2846,-1.3311,-1.3736,-1.4129,-1.4492,-1.4831,-1.5149,-1.5447,-1.5729,-1.5996
0.1639,-0.24156,0.1639,-0.52925,-0.81693,-0.99925,-1.1328,-1.2381,-1.3252,-1.3993,-1.4638,-1.521,-1.5723,-1.6188,-1.6613,-1.7006,-1.7369,-1.7708,-1.8026,-1.8324,-1.8606
-0.018421,-0.52925,-0.52925,-0.018421,-0.71157,-0.99925,-1.1816,-1.3151,-1.4205,-1.5075,-1.5816,-1.6461,-1.7033,-1.7546,-1.8011,-1.8437,-1.8829,-1.9192,-1.9531,-1.9849,-2.0147
-0.15195,-0.71157,-0.81693,-0.71157,-0.15195,-0.8451,-1.1328,-1.3151,-1.4486,-1.554,-1.641,-1.7151,-1.7797,-1.8368,-1.8881,-1.9346,-1.9772,-2.0164,-2.0528,-2.0867,-2.1184
-0.25731,-0.8451,-0.99925,-0.99925,-0.8451,-0.25731,-0.95046,-1.2381,-1.4205,-1.554,-1.6594,-1.7464,-1.8205,-1.885,-1.9422,-1.9935,-2.04,-2.0825,-2.1218,-2.1581,-2.192
-0.34432,-0.95046,-1.1328,-1.1816,-1.1328,-0.95046,-0.34432,-1.0375,-1.3252,-1.5075,-1.641,-1.7464,-1.8334,-1.9075,-1.972,-2.0292,-2.0805,-2.127,-2.1696,-2.2088,-2.2451
-0.41843,-1.0375,-1.2381,-1.3151,-1.3151,-1.2381,-1.0375,-0.41843,-1.1116,-1.3993,-1.5816,-1.7151,-1.8205,-1.9075,-1.9816,-2.0461,-2.1033,-2.1546,-2.2011,-2.2437,-2.2829
-0.48297,-1.1116,-1.3252,-1.4205,-1.4486,-1.4205,-1.3252,-1.1116,-0.48297,-1.1761,-1.4638,-1.6461,-1.7797,-1.885,-1.972,-2.0461,-2.1107,-2.1678,-2.2191,-2.2656,-2.3082
-0.54013,-1.1761,-1.3993,-1.5075,-1.554,-1.554,-1.5075,-1.3993,-1.1761,-0.54013,-1.2333,-1.521,-1.7033,-1.8368,-1.9422,-2.0292,-2.1033,-2.1678,-2.225,-2.2763,-2.3228
-0.59142,-1.2333,-1.4638,-1.5816,-1.641,-1.6594,-1.641,-1.5816,-1.4638,-1.2333,-0.59142,-1.2846,-1.5723,-1.7546,-1.8881,-1.9935,-2.0805,-2.1546,-2.2191,-2.2763,-2.3276
-0.63794,-1.2846,-1.521,-1.6461,-1.7151,-1.7464,-1.7464,-1.7151,-1.6461,-1.521,-1.2846,-0.63794,-1.3311,-1.6188,-1.8011,-1.9346,-2.04,-2.127,-2.2011,-2.2656,-2.3228
-0.6805,-1.3311,-1.5723,-1.7033,-1.7797,-1.8205,-1.8334,-1.8205,-1.7797,-1.7033,-1.5723,-1.3311,-0.6805,-1.3736,-1.6613,-1.8437,-1.9772,-2.0825,-2.1696,-2.2437,-2.3082
-0.71972,-1.3736,-1.6188,-1.7546,-1.8368,-1.885,-1.9075,-1.9075,-1.885,-1.8368,-1.7546,-1.6188,-1.3736,-0.71972,-1.4129,-1.7006,-1.8829,-2.0164,-2.1218,-2.2088,-2.2829
-0.75609,-1.4129,-1.6613,-1.8011,-1.8881,-1.9422,-1.972,-1.9816,-1.972,-1.9422,-1.8881,-1.8011,-1.6613,-1.4129,-0.75609,-1.4492,-1.7369,-1.9192,-2.0528,-2.1581,-2.2451
-0.78999,-1.4492,-1.7006,-1.8437,-1.9346,-1.9935,-2.0292,-2.0461,-2.0461,-2.0292,-1.9935,-1.9346,-1.8437,-1.7006,-1.4492,-0.78999,-1.4831,-1.7708,-1.9531,-2.0867,-2.192
-0.82174,-1.4831,-1.7369,-1.8829,-1.9772,-2.04,-2.0805,-2.1033,-2.1107,-2.1033,-2.0805,-2.04,-1.9772,-1.8829,-1.7369,-1.4831,-0.82174,-1.5149,-1.8026,-1.9849,-2.1184
-0.85159,-1.5149,-1.7708,-1.9192,-2.0164,-2.0825,-2.127,-2.1546,-2.1678,-2.1678,-2.1546,-2.127,-2.0825,-2.0164,-1.9192,-1.7708,-1.5149,-0.85159,-1.5447,-1.8324,-2.0147
-0.87976,-1.5447,-1.8026,-1.9531,-2.0528,-2.1218,-2.1696,-2.2011,-2.2191,-2.225,-2.2191,-2.2011,-2.1696,-2.1218,-2.0528,-1.9531,-1.8026,-1.5447,-0.87976,-1.5729,-1.8606
-0.90643,-1.5729,-1.8324,-1.9849,-2.0867,-2.1581,-2.2088,-2.2437,-2.2656,-2.2763,-2.2763,-2.2656,-2.2437,-2.2088,-2.1581,-2.0867,-1.9849,-1.8324,-1.5729,-0.90643,-1.5996
-0.93175,-1.5996,-1.8606,-2.0147,-2.1184,-2.192,-2.2451,-2.2829,-2.3082,-2.3228,-2.3276,-2.3228,-2.3082,-2.2829,-2.2451,-2.192,-2.1184,-2.0147,-1.8606,-1.5996,-0.93175
