2.2207,0.91418,0.61128,0.46813,0.3828,0.32548,0.28403,0.25252,0.22767,0.20753,0.19085,0.17679,0.16475,0.15433,0.14521,0.13716,0.12999,0.12357,0.11778,0.11253,0.10775
0.91418,1.5818,0.7658,0.54157,0.42688,0.35528,0.30571,0.26909,0.24081,0.21823,0.19975,0.18432,0.17122,0.15995,0.15015,0.14153,0.13389,0.12707,0.12095,0.11541,0.11038
0.61128,0.7658,1.3134,0.67747,0.49364,0.39614,0.3337,0.28964,0.25662,0.23083,0.21005,0.19292,0.17852,0.16624,0.15562,0.14634,0.13816,0.13089,0.12438,0.11851,0.1132
0.46813,0.54157,0.67747,1.1549,0.61678,0.45792,0.37202,0.31614,0.27622,0.246,0.22219,0.20288,0.18686,0.17333,0.16174,0.15168,0.14286,0.13506,0.12811,0.12188,0.11625
0.3828,0.42688,0.49364,0.61678,1.0466,0.57159,0.42991,0.35241,0.30148,0.26478,0.23679,0.2146,0.19651,0.18143,0.16864,0.15765,0.14808,0.13966,0.1322,0.12554,0.11955
0.32548,0.35528,0.39614,0.45792,0.57159,0.96626,0.53615,0.40711,0.33603,0.28898,0.25486,0.2287,0.20787,0.1908,0.17653,0.16438,0.15391,0.14476,0.13671,0.12955,0.12314
0.28403,0.30571,0.3337,0.37202,0.42991,0.53615,0.90347,0.50734,0.38808,0.32206,0.27815,0.24616,0.22153,0.20183,0.18565,0.17207,0.16048,0.15047,0.1417,0.13397,0.12708
0.25252,0.26909,0.28964,0.31614,0.35241,0.40711,0.50734,0.85255,0.48329,0.37185,0.30995,0.26864,0.23843,0.2151,0.19639,0.18097,0.16799,0.1569,0.14729,0.13887,0.13142
0.22767,0.24081,0.25662,0.27622,0.30148,0.33603,0.38808,0.48329,0.81012,0.46278,0.35778,0.29932,0.26019,0.23151,0.20929,0.19143,0.17668,0.16425,0.15359,0.14434,0.13623
0.20753,0.21823,0.23083,0.246,0.26478,0.28898,0.32206,0.37185,0.46278,0.77402,0.44501,0.34542,0.28988,0.25263,0.22526,0.20401,0.1869,0.17274,0.16079,0.15052,0.1416
0.19085,0.19975,0.21005,0.22219,0.23679,0.25486,0.27815,0.30995,0.35778,0.44501,0.74279,0.42941,0.33445,0.28142,0.24579,0.21957,0.19919,0.18274,0.1691,0.15757,0.14767
0.17679,0.18432,0.19292,0.20288,0.2146,0.2287,0.24616,0.26864,0.29932,0.34542,0.42941,0.71541,0.41555,0.32462,0.27377,0.23957,0.21437,0.19475,0.17889,0.16573,0.15458
0.16475,0.17122,0.17852,0.18686,0.19651,0.20787,0.22153,0.23843,0.26019,0.28988,0.33445,0.41555,0.69113,0.40314,0.31574,0.26682,0.23389,0.20959,0.19064,0.17532,0.16259
0.15433,0.15995,0.16624,0.17333,0.18143,0.1908,0.20183,0.2151,0.23151,0.25263,0.28142,0.32462,0.40314,0.66941,0.39193,0.30766,0.26046,0.22866,0.20517,0.18684,0.17199
0.14521,0.15015,0.15562,0.16174,0.16864,0.17653,0.18565,0.19639,0.20929,0.22526,0.24579,0.27377,0.31574,0.39193,0.64981,0.38174,0.30027,0.25461,0.22382,0.20107,0.18329
0.13716,0.14153,0.14634,0.15168,0.15765,0.16438,0.17207,0.18097,0.19143,0.20401,0.21957,0.23957,0.26682,0.30766,0.38174,0.632,0.37241,0.29347,0.24921,0.21934,0.19725
0.12999,0.13389,0.13816,0.14286,0.14808,0.15391,0.16048,0.16799,0.17668,0.1869,0.19919,0.21437,0.23389,0.26046,0.30027,0.37241,0.61572,0.36383,0.28719,0.24419,0.21516
0.12357,0.12707,0.13089,0.13506,0.13966,0.14476,0.15047,0.1569,0.16425,0.17274,0.18274,0.19475,0.20959,0.22866,0.25461,0.29347,0.36383,0.60076,0.3559,0.28136,0.23952
0.11778,0.12095,0.12438,0.12811,0.1322,0.13671,0.1417,0.14729,0.15359,0.16079,0.1691,0.17889,0.19064,0.20517,0.22382,0.24921,0.28719,0.3559,0.58695,0.34854,0.27593
0.11253,0.11541,0.11851,0.12188,0.12554,0.12955,0.13397,0.13887,0.14434,0.15052,0.15757,0.16573,0.17532,0.18684,0.20107,0.21934,0.24419,0.28136,0.34854,0.57415,0.34169
0.10775,0.11038,0.1132,0.11625,0.11955,0.12314,0.12708,0.13142,0.13623,0.1416,0.14767,0.15458,0.16259,0.17199,0.18329,0.19725,0.21516,0.23952,0.27593,0.34169,0.56223
