0.61039,0.19197,0.11468,0.082006,0.063913,0.052402,0.044427,0.038572,0.034089,0.030545,0.027672,0.025296,0.023298,0.021593,0.020123,0.018841,0.017713,0.016713,0.01582,0.015019,0.014295,0.013638,0.013039,0.01249,0.011986,0.011521,0.011091,0.010693,0.010321,0.0099754,0.0096518,0.0093487,0.0090641,0.0087963,0.008544,0.0083058,0.0080806,0.0078673,0.007665,0.0074729,0.0072902,0.0071162,0.0069504,0.0067922,0.006641,0.0064964,0.0063581,0.0062255,0.0060983,0.0059762,0.005859
0.19197,0.4479,0.16182,0.10193,0.074954,0.059433,0.049303,0.042155,0.036834,0.032716,0.029433,0.026754,0.024524,0.02264,0.021026,0.019628,0.018406,0.017328,0.016369,0.015512,0.01474,0.014042,0.013408,0.012828,0.012297,0.011808,0.011356,0.010938,0.01055,0.010189,0.0098514,0.0095357,0.0092397,0.0089616,0.0086998,0.0084529,0.0082197,0.007999,0.0077899,0.0075916,0.0074031,0.0072237,0.0070529,0.00689,0.0067345,0.0065858,0.0064436,0.0063074,0.0061769,0.0060517,0.0059315
0.11468,0.16182,0.38335,0.14462,0.093432,0.069822,0.055983,0.04682,0.040281,0.035369,0.031539,0.028466,0.025945,0.023838,0.02205,0.020514,0.019179,0.018009,0.016974,0.016052,0.015226,0.014481,0.013806,0.013192,0.01263,0.012115,0.011639,0.0112,0.010794,0.010415,0.010063,0.0097334,0.009425,0.0091356,0.0088636,0.0086073,0.0083655,0.008137,0.0079206,0.0077155,0.0075208,0.0073357,0.0071596,0.0069917,0.0068316,0.0066786,0.0065324,0.0063924,0.0062584,0.0061299,0.0060065
0.082006,0.10193,0.14462,0.34632,0.13317,0.087252,0.065874,0.053223,0.044776,0.038703,0.034113,0.030514,0.027614,0.025225,0.023222,0.021517,0.020047,0.018768,0.017643,0.016647,0.015758,0.01496,0.01424,0.013586,0.01299,0.012444,0.011943,0.01148,0.011053,0.010656,0.010287,0.0099426,0.0096207,0.0093192,0.009036,0.0087696,0.0085186,0.0082816,0.0080574,0.0078452,0.0076438,0.0074526,0.0072708,0.0070977,0.0069326,0.0067751,0.0066246,0.0064806,0.0063428,0.0062108,0.0060842
0.063913,0.074954,0.093432,0.13317,0.3214,0.12484,0.082501,0.062716,0.05095,0.043054,0.03735,0.03302,0.029613,0.026857,0.02458,0.022665,0.021032,0.019621,0.01839,0.017306,0.016344,0.015485,0.014712,0.014013,0.013378,0.012799,0.012268,0.01178,0.01133,0.010912,0.010525,0.010165,0.009828,0.0095131,0.0092179,0.0089406,0.0086796,0.0084334,0.0082009,0.0079809,0.0077725,0.0075748,0.0073869,0.0072081,0.0070378,0.0068754,0.0067204,0.0065722,0.0064305,0.0062947,0.0061646
0.052402,0.059433,0.069822,0.087252,0.12484,0.30306,0.11844,0.078703,0.060117,0.049037,0.041578,0.036173,0.032058,0.028811,0.026178,0.023997,0.022159,0.020588,0.019229,0.018041,0.016993,0.016062,0.015229,0.014479,0.013801,0.013183,0.012619,0.012102,0.011626,0.011186,0.010779,0.010401,0.010048,0.0097185,0.0094102,0.009121,0.0088491,0.0085931,0.0083515,0.0081233,0.0079073,0.0077025,0.0075081,0.0073233,0.0071475,0.0069799,0.0068201,0.0066674,0.0065215,0.0063818,0.0062481
0.044427,0.049303,0.055983,0.065874,0.082501,0.11844,0.28876,0.11331,0.075576,0.05793,0.047398,0.040295,0.035138,0.031204,0.028093,0.025565,0.023468,0.021697,0.020181,0.018867,0.017718,0.016702,0.015799,0.01499,0.014261,0.0136,0.012999,0.012449,0.011945,0.01148,0.01105,0.010652,0.010282,0.0099364,0.0096137,0.0093116,0.009028,0.0087612,0.00851,0.0082728,0.0080486,0.0078362,0.0076349,0.0074437,0.0072619,0.0070889,0.0069239,0.0067665,0.0066161,0.0064723,0.0063347
0.038572,0.042155,0.04682,0.053223,0.062716,0.078703,0.11331,0.27715,0.10907,0.072945,0.056057,0.045974,0.039167,0.034219,0.030438,0.027444,0.025008,0.022983,0.021272,0.019805,0.018532,0.017417,0.016431,0.015553,0.014766,0.014055,0.013412,0.012825,0.012288,0.011795,0.011341,0.010921,0.010531,0.010168,0.0098297,0.0095134,0.009217,0.0089387,0.0086768,0.00843,0.0081969,0.0079765,0.0077677,0.0075697,0.0073815,0.0072026,0.0070322,0.0068697,0.0067146,0.0065663,0.0064246
0.034089,0.036834,0.040281,0.044776,0.05095,0.060117,0.075576,0.10907,0.26746,0.1055,0.070689,0.054429,0.044721,0.038165,0.033395,0.029747,0.026854,0.024498,0.022539,0.02088,0.019456,0.01822,0.017136,0.016177,0.015322,0.014554,0.013862,0.013233,0.01266,0.012136,0.011653,0.011209,0.010797,0.010415,0.010059,0.0097276,0.0094172,0.0091262,0.0088529,0.0085956,0.008353,0.0081238,0.007907,0.0077016,0.0075066,0.0073214,0.0071451,0.0069772,0.0068171,0.0066642,0.006518
0.030545,0.032716,0.035369,0.038703,0.043054,0.049037,0.05793,0.072945,0.1055,0.25917,0.10243,0.068728,0.052997,0.043609,0.037267,0.032651,0.029118,0.026316,0.024031,0.022128,0.020517,0.019132,0.017929,0.016873,0.015938,0.015104,0.014355,0.013678,0.013064,0.012504,0.01199,0.011518,0.011082,0.010679,0.010304,0.0099554,0.0096296,0.0093248,0.009039,0.0087703,0.0085174,0.0082788,0.0080533,0.0078399,0.0076376,0.0074456,0.0072632,0.0070895,0.006924,0.0067661,0.0066153
