9.2539,4.6721,3.1462,2.3844,1.9283,1.6251,1.4094,1.2485,1.1241,1.0254,0.11211,0.46539,0.49486,0.528,0.52298,0.44548,0.45122,0.37558,0.39543,0.32906,0.36959,0.33475,0.33965,0.41389,0.38899,0.35399,0.32845,0.42981,0.42811,0.36058,0.28416,0.22669,0.19657,0.19139,0.20402,0.22641,0.25159,0.27449,0.29199,0.30266,0.30636,0.30375,0.29602,0.28454,0.2707,0.25577,0.24084,0.22679,0.21425,0.20368,0.19535
9.4221,4.7553,3.201,2.4249,1.9602,1.6512,1.4313,1.2671,1.1401,1.0393,0.10876,0.48119,0.50851,0.53568,0.52803,0.44368,0.44528,0.36679,0.38089,0.3118,0.35079,0.2981,0.31827,0.36798,0.3309,0.36887,0.42981,0.36021,0.40797,0.35225,0.26972,0.2182,0.20826,0.22805,0.26011,0.28993,0.30881,0.31355,0.30504,0.28645,0.26189,0.23535,0.21021,0.18892,0.17301,0.16318,0.15945,0.16137,0.16814,0.17879,0.19231
9.5873,4.837,3.2548,2.4647,1.9915,1.6769,1.4528,1.2855,1.156,1.0532,0.10569,0.49672,0.52158,0.54273,0.53244,0.4418,0.43926,0.35914,0.36727,0.29838,0.33379,0.26946,0.30215,0.31953,0.27543,0.34694,0.42811,0.40797,0.28786,0.35789,0.34384,0.30359,0.27528,0.26277,0.25887,0.2564,0.25155,0.24367,0.23397,0.22434,0.21644,0.21136,0.20952,0.21076,0.21456,0.22014,0.22668,0.23342,0.23969,0.24501,0.24904
9.7497,4.9174,3.3078,2.504,2.0225,1.7022,1.4741,1.3037,1.1718,1.0669,0.10286,0.512,0.53412,0.54924,0.53636,0.43996,0.43334,0.35269,0.35489,0.28867,0.31916,0.24951,0.29181,0.27798,0.23888,0.31865,0.36058,0.35225,0.35789,0.28262,0.41028,0.39013,0.30722,0.23409,0.19726,0.1954,0.21525,0.242,0.26455,0.27694,0.27772,0.26848,0.25242,0.23311,0.21379,0.19692,0.18409,0.17608,0.17297,0.17436,0.1795
9.9095,4.9965,3.36,2.5426,2.053,1.7272,1.4952,1.3218,1.1875,1.0806,0.10024,0.52702,0.54619,0.55529,0.53988,0.43823,0.42766,0.34742,0.34388,0.28234,0.30708,0.2377,0.28638,0.24709,0.2237,0.29535,0.28416,0.26972,0.34384,0.41028,0.32059,0.42694,0.34674,0.23623,0.18498,0.19798,0.24296,0.28564,0.30557,0.29803,0.26912,0.22972,0.19067,0.16006,0.14237,0.13865,0.14742,0.16562,0.18954,0.2155,0.24032
10.067,5.0744,3.4114,2.5807,2.083,1.7519,1.516,1.3396,1.203,1.0942,0.097815,0.54179,0.55781,0.56096,0.54309,0.43667,0.42228,0.34329,0.33427,0.27895,0.29744,0.23289,0.28456,0.22744,0.22596,0.27918,0.22669,0.2182,0.30359,0.39013,0.42694,0.32212,0.39295,0.3037,0.22691,0.21761,0.24796,0.27684,0.28163,0.26122,0.22695,0.19276,0.16904,0.16044,0.16649,0.18332,0.20566,0.22832,0.24717,0.25957,0.26436
10.222,5.1512,3.462,2.6183,2.1127,1.7763,1.5365,1.3572,1.2183,1.1077,0.095552,0.5563,0.56904,0.56629,0.54605,0.43531,0.41725,0.34019,0.32603,0.27805,0.29007,0.23374,0.28511,0.21795,0.23966,0.26888,0.19657,0.20826,0.27528,0.30722,0.34674,0.39295,0.28393,0.36549,0.30538,0.2474,0.23202,0.24038,0.24851,0.24571,0.23315,0.21714,0.20363,0.19587,0.19427,0.19731,0.2027,0.20826,0.21238,0.21423,0.21364
10.374,5.2268,3.512,2.6553,2.142,1.8003,1.5568,1.3747,1.2335,1.1211,0.093437,0.57057,0.57989,0.57134,0.5488,0.43417,0.4126,0.33805,0.31911,0.2792,0.2847,0.23893,0.28698,0.21674,0.25903,0.26249,0.19139,0.22805,0.26277,0.23409,0.23623,0.3037,0.36549,0.23267,0.38436,0.33394,0.24604,0.20651,0.21581,0.24162,0.25624,0.24974,0.22698,0.1992,0.17683,0.16586,0.16734,0.17861,0.19517,0.2123,0.22619
10.524,5.3013,3.5612,2.6918,2.1709,1.8241,1.5769,1.392,1.2486,1.1344,0.091454,0.58461,0.5904,0.57613,0.5514,0.43325,0.40834,0.33677,0.3134,0.28201,0.28108,0.24725,0.28939,0.22176,0.27942,0.25829,0.20402,0.26011,0.25887,0.19726,0.18498,0.22691,0.30538,0.38436,0.25908,0.44637,0.32373,0.18889,0.16973,0.22624,0.27834,0.28337,0.24562,0.193,0.15276,0.13899,0.15147,0.18069,0.21411,0.24097,0.2547
10.672,5.3748,3.6097,2.7279,2.1994,1.8476,1.5967,1.4091,1.2635,1.1475,0.089591,0.59841,0.60061,0.58072,0.55387,0.43256,0.40446,0.33624,0.30883,0.28611,0.27897,0.25767,0.29179,0.23106,0.29758,0.25515,0.22641,0.28993,0.2564,0.1954,0.19798,0.21761,0.2474,0.33394,0.44637,0.33273,0.43401,0.2371,0.14428,0.20721,0.29526,0.31292,0.25806,0.18033,0.12767,0.1202,0.15085,0.19845,0.24114,0.26451,0.26388
10.819,5.4473,3.6577,2.7635,2.2276,1.8708,1.6164,1.426,1.2783,1.1606,0.087836,0.612,0.61052,0.58511,0.55623,0.4321,0.40096,0.3364,0.30529,0.29122,0.27812,0.26932,0.29384,0.24293,0.31157,0.25244,0.25159,0.30881,0.25155,0.21525,0.24296,0.24796,0.23202,0.24604,0.32373,0.43401,0.31755,0.35103,0.20518,0.20298,0.2814,0.3065,0.25173,0.17192,0.12509,0.13122,0.17472,0.2257,0.25917,0.26389,0.24213
10.963,5.5188,3.705,2.7987,2.2554,1.8937,1.6358,1.4427,1.293,1.1736,0.08618,0.62537,0.62016,0.58935,0.55851,0.43185,0.39782,0.33715,0.30268,0.29707,0.27834,0.28152,0.29535,0.25597,0.3205,0.24989,0.27449,0.31355,0.24367,0.242,0.28564,0.27684,0.24038,0.20651,0.18889,0.2371,0.35103,0.24466,0.34052,0.26471,0.24499,0.2524,0.23362,0.19596,0.1711,0.17425,0.19691,0.22031,0.22974,0.22087,0.19853
11.105,5.5895,3.7517,2.8334,2.2829,1.9164,1.655,1.4593,1.3075,1.1864,0.084612,0.63853,0.62956,0.59344,0.56073,0.43181,0.39503,0.33843,0.30093,0.30345,0.27944,0.29373,0.29623,0.26912,0.32427,0.24748,0.29199,0.30504,0.23397,0.26455,0.30557,0.28163,0.24851,0.21581,0.16973,0.14428,0.20518,0.34052,0.21043,0.39192,0.27891,0.18914,0.19914,0.23806,0.24523,0.21798,0.18393,0.16589,0.16837,0.18244,0.196
11.246,5.6593,3.7978,2.8677,2.3101,1.9388,1.674,1.4757,1.3219,1.1991,0.083127,0.65149,0.63873,0.5974,0.5629,0.43196,0.39258,0.34016,0.29993,0.31018,0.28126,0.30555,0.29648,0.28159,0.32327,0.24528,0.30266,0.28645,0.22434,0.27694,0.29803,0.26122,0.24571,0.24162,0.22624,0.20721,0.20298,0.26471,0.39192,0.19043,0.42347,0.2339,0.14716,0.23519,0.30198,0.25648,0.16151,0.10794,0.12661,0.18788,0.24328
11.385,5.7282,3.8434,2.9016,2.337,1.961,1.6928,1.492,1.3361,1.2118,0.081716,0.66426,0.64767,0.60125,0.56502,0.43231,0.39045,0.34229,0.29962,0.31711,0.28366,0.31668,0.29616,0.29284,0.31821,0.24343,0.30636,0.26189,0.21644,0.27772,0.26912,0.22695,0.23315,0.25624,0.27834,0.29526,0.2814,0.24499,0.27891,0.42347,0.18701,0.45779,0.18887,0.15023,0.28974,0.30556,0.18504,0.089336,0.10792,0.20101,0.27945
11.522,5.7963,3.8885,2.9351,2.3636,1.9829,1.7114,1.5081,1.3502,1.2243,0.080374,0.67684,0.65642,0.605,0.56711,0.43283,0.38861,0.34476,0.29992,0.32412,0.28653,0.32693,0.29533,0.30253,0.30995,0.24205,0.30375,0.23535,0.21136,0.26848,0.22972,0.19276,0.21714,0.24974,0.28337,0.31292,0.3065,0.2524,0.18914,0.2339,0.45779,0.25888,0.47484,0.11631,0.16688,0.33298,0.2749,0.12229,0.084603,0.17441,0.273
11.657,5.8636,3.9331,2.9683,2.3899,2.0046,1.7298,1.524,1.3642,1.2367,0.079095,0.68924,0.66498,0.60866,0.56917,0.43352,0.38706,0.34753,0.30076,0.33112,0.28975,0.33617,0.29411,0.31049,0.29938,0.2412,0.29602,0.21021,0.20952,0.25242,0.19067,0.16904,0.20363,0.22698,0.24562,0.25806,0.25173,0.23362,0.19914,0.14716,0.18887,0.47484,0.35367,0.40695,0.050475,0.24313,0.3748,0.21287,0.065255,0.10986,0.23981
11.791,5.9302,3.9771,3.0011,2.4159,2.0261,1.748,1.5398,1.3781,1.249,0.077875,0.70147,0.67336,0.61224,0.57122,0.43436,0.38577,0.35056,0.30209,0.33803,0.29325,0.34433,0.29258,0.31667,0.28735,0.24095,0.28454,0.18892,0.21076,0.23311,0.16006,0.16044,0.19587,0.1992,0.193,0.18033,0.17192,0.19596,0.23806,0.23519,0.15023,0.11631,0.40695,0.3891,0.31237,0.076019,0.34327,0.33737,0.105,0.0496,0.19204
11.924,5.996,4.0207,3.0335,2.4416,2.0474,1.7661,1.5554,1.3918,1.2612,0.07671,0.71353,0.68158,0.61575,0.57325,0.43535,0.38474,0.3538,0.30384,0.34479,0.29695,0.35138,0.29085,0.3211,0.2746,0.24129,0.2707,0.17301,0.21456,0.21379,0.14237,0.16649,0.19427,0.17683,0.15276,0.12767,0.12509,0.1711,0.24523,0.30198,0.28974,0.16688,0.050475,0.31237,0.40956,0.27233,0.14058,0.36289,0.23492,0.056777,0.13184
12.055,6.0611,4.0638,3.0656,2.4671,2.0684,1.784,1.5709,1.4054,1.2733,0.075594,0.72543,0.68964,0.6192,0.57527,0.43648,0.38394,0.35724,0.30597,0.35136,0.30079,0.35734,0.289,0.32389,0.26181,0.24219,0.25577,0.16318,0.22014,0.19692,0.13865,0.18332,0.19731,0.16586,0.13899,0.1202,0.13122,0.17425,0.21798,0.25648,0.30556,0.33298,0.24313,0.076019,0.27233,0.46402,0.2389,0.16482,0.33674,0.18131,0.096008
12.184,6.1255,4.1065,3.0974,2.4923,2.0893,1.8017,1.5863,1.4189,1.2853,0.074526,0.73717,0.69755,0.62259,0.57728,0.43774,0.38336,0.36082,0.30843,0.3577,0.30473,0.36223,0.28711,0.32517,0.24948,0.2436,0.24084,0.15945,0.22668,0.18409,0.14742,0.20566,0.2027,0.16734,0.15147,0.15085,0.17472,0.19691,0.18393,0.16151,0.18504,0.2749,0.3748,0.34327,0.14058,0.2389,0.49373,0.17456,0.19604,0.33729,0.16327
12.312,6.1892,4.1487,3.1289,2.5173,2.1099,1.8192,1.6015,1.4323,1.2973,0.073501,0.74876,0.70532,0.62593,0.57928,0.43911,0.38299,0.36454,0.31118,0.3638,0.30873,0.36612,0.28526,0.32511,0.23806,0.24544,0.22679,0.16137,0.23342,0.17608,0.16562,0.22832,0.20826,0.17861,0.18069,0.19845,0.2257,0.22031,0.16589,0.10794,0.089336,0.12229,0.21287,0.33737,0.36289,0.16482,0.17456,0.46799,0.14549,0.26214,0.31632
12.439,6.2523,4.1905,3.16,2.5421,2.1304,1.8366,1.6165,1.4456,1.3091,0.072518,0.76021,0.71296,0.62922,0.58129,0.4406,0.38281,0.36837,0.31419,0.36962,0.31274,0.36906,0.2835,0.3239,0.22783,0.24764,0.21425,0.16814,0.23969,0.17297,0.18954,0.24717,0.21238,0.19517,0.21411,0.24114,0.25917,0.22974,0.16837,0.12661,0.10792,0.084603,0.065255,0.105,0.23492,0.33674,0.19604,0.14549,0.45432,0.16996,0.29061
12.565,6.3148,4.2319,3.1909,2.5666,2.1507,1.8539,1.6315,1.4588,1.3208,0.071572,0.77151,0.72047,0.63246,0.58328,0.44219,0.38281,0.37229,0.31742,0.37517,0.31674,0.37112,0.28189,0.3217,0.21901,0.25009,0.20368,0.17879,0.24501,0.17436,0.2155,0.25957,0.21423,0.2123,0.24097,0.26451,0.26389,0.22087,0.18244,0.18788,0.20101,0.17441,0.10986,0.0496,0.056777,0.18131,0.33729,0.26214,0.16996,0.48192,0.17499
12.689,6.3767,4.2729,3.2214,2.5908,2.1708,1.8709,1.6463,1.4718,1.3324,0.070662,0.78267,0.72787,0.63567,0.58528,0.44387,0.38298,0.37628,0.32084,0.38044,0.3207,0.37239,0.28046,0.3187,0.21174,0.25273,0.19535,0.19231,0.24904,0.1795,0.24032,0.26436,0.21364,0.22619,0.2547,0.26388,0.24213,0.19853,0.196,0.24328,0.27945,0.273,0.23981,0.19204,0.13184,0.096008,0.16327,0.31632,0.29061,0.17499,0.49309
