3.1416,1.5708,1.1781,0.98175,0.85903,0.77313,0.7087,0.65808,0.61695,0.58267,0.55354,0.52838,0.50636,0.48689,0.4695,0.45385,0.43967,0.42673,0.41488,0.40396,0.39386,0.38449,0.37575,0.36758,0.35992,0.35272,0.34594,0.33953,0.33347,0.32772,0.32226,0.31706,0.31211,0.30738,0.30286,0.29853,0.29439,0.29041,0.28659,0.28291,0.27938,0.27597,0.27268,0.26951,0.26645,0.26349,0.26062,0.25785,0.25517,0.25256,0.25004,0.24759,0.2452,0.24289,0.24064,0.23846,0.23633,0.23425,0.23223,0.23027,0.22835,0.22647,0.22465,0.22287,0.22112,0.21942,0.21776,0.21614,0.21455,0.21299,0.21147
1.5708,2.3562,1.3744,1.0799,0.92039,0.81608,0.74091,0.68339,0.63751,0.59981,0.56811,0.54096,0.51737,0.49662,0.47819,0.46167,0.44676,0.4332,0.42081,0.40942,0.39891,0.38917,0.38012,0.37166,0.36375,0.35632,0.34933,0.34274,0.3365,0.3306,0.32499,0.31966,0.31458,0.30974,0.30512,0.30069,0.29646,0.2924,0.2885,0.28475,0.28114,0.27767,0.27433,0.2711,0.26798,0.26497,0.26206,0.25924,0.25651,0.25386,0.2513,0.24881,0.2464,0.24405,0.24177,0.23955,0.23739,0.23529,0.23324,0.23125,0.22931,0.22741,0.22556,0.22376,0.22199,0.22027,0.21859,0.21695,0.21534,0.21377,0.21223
1.1781,1.3744,2.0126,1.2517,1.0094,0.87284,0.78118,0.71388,0.66164,0.61952,0.5846,0.55503,0.52956,0.50732,0.48767,0.47015,0.4544,0.44013,0.42714,0.41523,0.40427,0.39413,0.38473,0.37596,0.36777,0.36009,0.35288,0.34608,0.33966,0.33359,0.32783,0.32236,0.31715,0.31219,0.30746,0.30293,0.2986,0.29445,0.29047,0.28664,0.28296,0.27942,0.27601,0.27273,0.26955,0.26649,0.26353,0.26066,0.25788,0.2552,0.25259,0.25006,0.24761,0.24523,0.24292,0.24067,0.23848,0.23635,0.23427,0.23225,0.23028,0.22836,0.22649,0.22466,0.22288,0.22114,0.21944,0.21778,0.21615,0.21456,0.213
0.98175,1.0799,1.2517,1.804,1.1643,0.9549,0.83429,0.75194,0.69067,0.64262,0.60356,0.57095,0.54318,0.51915,0.49807,0.47939,0.46268,0.44761,0.43393,0.42144,0.40997,0.39939,0.3896,0.38049,0.372,0.36405,0.3566,0.34958,0.34296,0.33671,0.33078,0.32516,0.31982,0.31473,0.30988,0.30524,0.30081,0.29657,0.2925,0.28859,0.28484,0.28123,0.27775,0.2744,0.27117,0.26805,0.26503,0.26212,0.25929,0.25656,0.25391,0.25135,0.24886,0.24644,0.24409,0.24181,0.23959,0.23743,0.23532,0.23328,0.23128,0.22934,0.22744,0.22559,0.22378,0.22202,0.2203,0.21862,0.21697,0.21536,0.21379
0.85903,0.92039,1.0094,1.1643,1.6584,1.0973,0.91092,0.80207,0.72687,0.6704,0.62577,0.58925,0.5586,0.53237,0.50958,0.48952,0.47169,0.4557,0.44124,0.42809,0.41606,0.40499,0.39477,0.38529,0.37646,0.36822,0.3605,0.35324,0.34641,0.33996,0.33386,0.32808,0.32259,0.31737,0.31239,0.30764,0.3031,0.29876,0.2946,0.2906,0.28677,0.28308,0.27954,0.27612,0.27283,0.26965,0.26658,0.26361,0.26074,0.25796,0.25527,0.25266,0.25013,0.24767,0.24529,0.24297,0.24072,0.23853,0.2364,0.23432,0.2323,0.23033,0.22841,0.22653,0.2247,0.22292,0.22117,0.21947,0.21781,0.21618,0.21459
0.77313,0.81608,0.87284,0.9549,1.0973,1.5487,1.0435,0.87426,0.7745,0.70501,0.65246,0.61067,0.5763,0.54733,0.52244,0.50074,0.48158,0.46451,0.44916,0.43526,0.42258,0.41097,0.40027,0.39037,0.38118,0.37261,0.3646,0.35709,0.35003,0.34337,0.33708,0.33112,0.32547,0.32011,0.315,0.31012,0.30547,0.30102,0.29676,0.29268,0.28876,0.285,0.28138,0.27789,0.27453,0.27129,0.26816,0.26514,0.26222,0.25939,0.25666,0.254,0.25143,0.24894,0.24652,0.24416,0.24188,0.23965,0.23749,0.23539,0.23334,0.23134,0.22939,0.22749,0.22564,0.22383,0.22207,0.22034,0.21866,0.21701,0.2154
0.7087,0.74091,0.78118,0.83429,0.91092,1.0435,1.4617,0.9988,0.84297,0.75049,0.68568,0.63639,0.59701,0.56449,0.53697,0.51326,0.49252,0.47418,0.45778,0.44301,0.42961,0.41737,0.40614,0.39578,0.38618,0.37726,0.36893,0.36114,0.35382,0.34694,0.34044,0.3343,0.32848,0.32296,0.3177,0.3127,0.30793,0.30337,0.29901,0.29483,0.29082,0.28697,0.28327,0.27972,0.27629,0.27298,0.2698,0.26672,0.26374,0.26087,0.25808,0.25538,0.25277,0.25023,0.24777,0.24538,0.24306,0.2408,0.23861,0.23647,0.23439,0.23237,0.23039,0.22847,0.22659,0.22476,0.22298,0.22123,0.21953,0.21786,0.21623
0.65808,0.68339,0.71388,0.75194,0.80207,0.87426,0.9988,1.3904,0.96085,0.81578,0.72929,0.66839,0.62187,0.58457,0.55365,0.52741,0.50474,0.48486,0.46724,0.45146,0.43722,0.42427,0.41243,0.40155,0.3915,0.38218,0.37351,0.3654,0.35781,0.35068,0.34396,0.33762,0.33162,0.32593,0.32052,0.31538,0.31048,0.3058,0.30133,0.29705,0.29295,0.28901,0.28523,0.2816,0.2781,0.27473,0.27147,0.26834,0.26531,0.26237,0.25954,0.2568,0.25414,0.25156,0.24906,0.24663,0.24427,0.24198,0.23975,0.23758,0.23547,0.23342,0.23142,0.22947,0.22757,0.22571,0.2239,0.22213,0.22041,0.21872,0.21707
0.61695,0.63751,0.66164,0.69067,0.72687,0.7745,0.84297,0.96085,1.3303,0.928,0.79183,0.71035,0.65278,0.60865,0.57315,0.54365,0.51854,0.4968,0.47769,0.46072,0.4455,0.43174,0.41921,0.40774,0.39718,0.38742,0.37836,0.36992,0.36202,0.35462,0.34766,0.3411,0.3349,0.32903,0.32346,0.31817,0.31313,0.30832,0.30374,0.29935,0.29515,0.29112,0.28725,0.28354,0.27996,0.27652,0.2732,0.27,0.26691,0.26393,0.26104,0.25824,0.25554,0.25292,0.25037,0.2479,0.24551,0.24318,0.24092,0.23872,0.23658,0.23449,0.23247,0.23049,0.22856,0.22668,0.22484,0.22305,0.22131,0.2196,0.21793
0.58267,0.59981,0.61952,0.64262,0.6704,0.70501,0.75049,0.81578,0.928,1.2788,0.89914,0.77047,0.69328,0.63857,0.59653,0.56262,0.53437,0.51027,0.48936,0.47096,0.45458,0.43986,0.42654,0.4144,0.40327,0.39301,0.38352,0.3747,0.36647,0.35877,0.35155,0.34475,0.33833,0.33227,0.32653,0.32107,0.31589,0.31095,0.30623,0.30173,0.29742,0.2933,0.28934,0.28554,0.28188,0.27837,0.27498,0.27171,0.26856,0.26552,0.26258,0.25973,0.25698,0.25431,0.25172,0.24921,0.24678,0.24441,0.24211,0.23988,0.23771,0.23559,0.23353,0.23153,0.22957,0.22767,0.22581,0.22399,0.22222,0.22049,0.2188
