1.1447,0.45158,0.1639,-0.018421,-0.15195,-0.25731,-0.34432,-0.41843,-0.48297,-0.54013,-0.59142,-0.63794,-0.6805,-0.71972,-0.75609,-0.78999,-0.82174,-0.85159,-0.87976,-0.90643,-0.93175,-0.95585,-0.97884,-1.0008,-1.0219,-1.0421,-1.0615,-1.0802,-1.0982,-1.1156,-1.1324,-1.1487,-1.1644,-1.1797,-1.1945,-1.2089,-1.2229,-1.2365,-1.2497,-1.2626,-1.2752,-1.2875,-1.2994,-1.3111,-1.3226,-1.3337,-1.3447,-1.3554,-1.3658,-1.3761,-1.3861,-1.396,-1.4057,-1.4151,-1.4244,-1.4336,-1.4425,-1.4514,-1.46,-1.4685,-1.4769,-1.4851,-1.4932,-1.5012,-1.509,-1.5168,-1.5244,-1.5318,-1.5392,-1.5465,-1.5537,-1.5607,-1.5677,-1.5746,-1.5814,-1.588,-1.5946,-1.6012,-1.6076,-1.6139,-1.6202,-1.6264,-1.6325,-1.6386,-1.6445,-1.6504,-1.6563,-1.662,-1.6677,-1.6734,-1.6789,-1.6844,-1.6899,-1.6953,-1.7006,-1.7059,-1.7111,-1.7163,-1.7214,-1.7265,-1.7315,-1.7364,-1.7413,-1.7462,-1.751,-1.7558,-1.7605,-1.7652,-1.7699,-1.7745,-1.779,-1.7835,-1.788,-1.7924,-1.7968,-1.8012,-1.8055,-1.8098,-1.814,-1.8182,-1.8224,-1.8266,-1.8307,-1.8347,-1.8388,-1.8428,-1.8468,-1.8507,-1.8546,-1.8585,-1.8624,-1.8662,-1.87,-1.8737,-1.8775,-1.8812,-1.8849,-1.8885,-1.8922,-1.8958,-1.8993,-1.9029,-1.9064,-1.9099,-1.9134,-1.9169,-1.9203,-1.9237,-1.9271,-1.9304,-1.9338,-1.9371,-1.9404,-1.9437,-1.9469,-1.9502,-1.9534,-1.9566,-1.9597,-1.9629,-1.966,-1.9691,-1.9722,-1.9753,-1.9783,-1.9814,-1.9844,-1.9874,-1.9904,-1.9933,-1.9963,-1.9992
0.45158,0.45158,-0.24156,-0.52925,-0.71157,-0.8451,-0.95046,-1.0375,-1.1116,-1.1761,-1.2333,-1.2846,-1.3311,-1.3736,-1.4129,-1.4492,-1.4831,-1.5149,-1.5447,-1.5729,-1.5996,-1.6249,-1.649,-1.672,-1.694,-1.715,-1.7352,-1.7546,-1.7733,-1.7913,-1.8087,-1.8255,-1.8418,-1.8576,-1.8728,-1.8876,-1.902,-1.916,-1.9296,-1.9429,-1.9558,-1.9683,-1.9806,-1.9926,-2.0043,-2.0157,-2.0269,-2.0378,-2.0485,-2.059,-2.0692,-2.0793,-2.0891,-2.0988,-2.1083,-2.1176,-2.1267,-2.1357,-2.1445,-2.1532,-2.1617,-2.17,-2.1783,-2.1864,-2.1943,-2.2022,-2.2099,-2.2175,-2.225,-2.2324,-2.2396,-2.2468,-2.2539,-2.2609,-2.2677,-2.2745,-2.2812,-2.2878,-2.2943,-2.3007,-2.3071,-2.3134,-2.3196,-2.3257,-2.3317,-2.3377,-2.3436,-2.3494,-2.3552,-2.3609,-2.3665,-2.3721,-2.3776,-2.383,-2.3884,-2.3938,-2.399,-2.4043,-2.4094,-2.4145,-2.4196,-2.4246,-2.4296,-2.4345,-2.4394,-2.4442,-2.449,-2.4537,-2.4584,-2.463,-2.4676,-2.4722,-2.4767,-2.4811,-2.4856,-2.49,-2.4943,-2.4987,-2.5029,-2.5072,-2.5114,-2.5156,-2.5197,-2.5238,-2.5279,-2.5319,-2.5359,-2.5399,-2.5439,-2.5478,-2.5517,-2.5555,-2.5593,-2.5631,-2.5669,-2.5706,-2.5743,-2.578,-2.5817,-2.5853,-2.5889,-2.5925,-2.596,-2.5996,-2.6031,-2.6066,-2.61,-2.6134,-2.6168,-2.6202,-2.6236,-2.6269,-2.6302,-2.6335,-2.6368,-2.6401,-2.6433,-2.6465,-2.6497,-2.6529,-2.656,-2.6592,-2.6623,-2.6654,-2.6684,-2.6715,-2.6745,-2.6775,-2.6805,-2.6835,-2.6865,-2.6894
0.1639,-0.24156,0.1639,-0.52925,-0.81693,-0.99925,-1.1328,-1.2381,-1.3252,-1.3993,-1.4638,-1.521,-1.5723,-1.6188,-1.6613,-1.7006,-1.7369,-1.7708,-1.8026,-1.8324,-1.8606,-1.8873,-1.9126,-1.9367,-1.9597,-1.9816,-2.0027,-2.0229,-2.0423,-2.061,-2.079,-2.0964,-2.1132,-2.1295,-2.1452,-2.1605,-2.1753,-2.1897,-2.2037,-2.2173,-2.2305,-2.2435,-2.256,-2.2683,-2.2803,-2.292,-2.3034,-2.3146,-2.3255,-2.3362,-2.3467,-2.3569,-2.367,-2.3768,-2.3865,-2.396,-2.4053,-2.4144,-2.4234,-2.4322,-2.4408,-2.4494,-2.4577,-2.466,-2.474,-2.482,-2.4899,-2.4976,-2.5052,-2.5127,-2.5201,-2.5273,-2.5345,-2.5416,-2.5485,-2.5554,-2.5622,-2.5689,-2.5755,-2.582,-2.5884,-2.5948,-2.601,-2.6072,-2.6133,-2.6194,-2.6254,-2.6313,-2.6371,-2.6429,-2.6486,-2.6542,-2.6598,-2.6653,-2.6707,-2.6761,-2.6814,-2.6867,-2.6919,-2.6971,-2.7022,-2.7073,-2.7123,-2.7173,-2.7222,-2.727,-2.7319,-2.7366,-2.7414,-2.746,-2.7507,-2.7553,-2.7598,-2.7644,-2.7688,-2.7733,-2.7777,-2.782,-2.7863,-2.7906,-2.7949,-2.7991,-2.8033,-2.8074,-2.8115,-2.8156,-2.8196,-2.8236,-2.8276,-2.8315,-2.8355,-2.8393,-2.8432,-2.847,-2.8508,-2.8546,-2.8583,-2.862,-2.8657,-2.8694,-2.873,-2.8766,-2.8802,-2.8837,-2.8873,-2.8908,-2.8942,-2.8977,-2.9011,-2.9045,-2.9079,-2.9113,-2.9146,-2.9179,-2.9212,-2.9245,-2.9278,-2.931,-2.9342,-2.9374,-2.9406,-2.9437,-2.9468,-2.9499,-2.953,-2.9561,-2.9592,-2.9622,-2.9652,-2.9682,-2.9712,-2.9742
-0.018421,-0.52925,-0.52925,-0.018421,-0.71157,-0.99925,-1.1816,-1.3151,-1.4205,-1.5075,-1.5816,-1.6461,-1.7033,-1.7546,-1.8011,-1.8437,-1.8829,-1.9192,-1.9531,-1.9849,-2.0147,-2.0429,-2.0696,-2.0949,-2.119,-2.142,-2.164,-2.185,-2.2052,-2.2246,-2.2433,-2.2614,-2.2787,-2.2956,-2.3118,-2.3276,-2.3428,-2.3576,-2.372,-2.386,-2.3996,-2.4129,-2.4258,-2.4384,-2.4506,-2.4626,-2.4743,-2.4857,-2.4969,-2.5078,-2.5185,-2.529,-2.5392,-2.5493,-2.5591,-2.5688,-2.5783,-2.5876,-2.5967,-2.6057,-2.6145,-2.6232,-2.6317,-2.64,-2.6483,-2.6564,-2.6643,-2.6722,-2.6799,-2.6875,-2.695,-2.7024,-2.7097,-2.7168,-2.7239,-2.7309,-2.7377,-2.7445,-2.7512,-2.7578,-2.7643,-2.7707,-2.7771,-2.7834,-2.7896,-2.7957,-2.8017,-2.8077,-2.8136,-2.8194,-2.8252,-2.8309,-2.8365,-2.8421,-2.8476,-2.853,-2.8584,-2.8638,-2.869,-2.8743,-2.8794,-2.8845,-2.8896,-2.8946,-2.8996,-2.9045,-2.9094,-2.9142,-2.919,-2.9237,-2.9284,-2.933,-2.9376,-2.9422,-2.9467,-2.9512,-2.9556,-2.96,-2.9643,-2.9687,-2.9729,-2.9772,-2.9814,-2.9856,-2.9897,-2.9938,-2.9979,-3.0019,-3.0059,-3.0099,-3.0139,-3.0178,-3.0217,-3.0255,-3.0293,-3.0331,-3.0369,-3.0406,-3.0443,-3.048,-3.0517,-3.0553,-3.0589,-3.0625,-3.0661,-3.0696,-3.0731,-3.0766,-3.08,-3.0834,-3.0869,-3.0902,-3.0936,-3.0969,-3.1003,-3.1035,-3.1068,-3.1101,-3.1133,-3.1165,-3.1197,-3.1229,-3.126,-3.1292,-3.1323,-3.1354,-3.1384,-3.1415,-3.1445,-3.1475,-3.1505,-3.1535
-0.15195,-0.71157,-0.81693,-0.71157,-0.15195,-0.8451,-1.1328,-1.3151,-1.4486,-1.554,-1.641,-1.7151,-1.7797,-1.8368,-1.8881,-1.9346,-1.9772,-2.0164,-2.0528,-2.0867,-2.1184,-2.1483,-2.1764,-2.2031,-2.2284,-2.2525,-2.2755,-2.2975,-2.3186,-2.3388,-2.3582,-2.3769,-2.3949,-2.4123,-2.4291,-2.4453,-2.4611,-2.4764,-2.4912,-2.5056,-2.5195,-2.5332,-2.5464,-2.5593,-2.5719,-2.5842,-2.5961,-2.6078,-2.6193,-2.6304,-2.6414,-2.6521,-2.6625,-2.6728,-2.6828,-2.6927,-2.7023,-2.7118,-2.7211,-2.7303,-2.7392,-2.748,-2.7567,-2.7652,-2.7736,-2.7818,-2.7899,-2.7979,-2.8057,-2.8134,-2.821,-2.8285,-2.8359,-2.8432,-2.8504,-2.8574,-2.8644,-2.8713,-2.878,-2.8847,-2.8913,-2.8978,-2.9043,-2.9106,-2.9169,-2.9231,-2.9292,-2.9352,-2.9412,-2.9471,-2.9529,-2.9587,-2.9644,-2.97,-2.9756,-2.9811,-2.9866,-2.992,-2.9973,-3.0026,-3.0078,-3.013,-3.0181,-3.0231,-3.0282,-3.0331,-3.038,-3.0429,-3.0477,-3.0525,-3.0572,-3.0619,-3.0665,-3.0711,-3.0757,-3.0802,-3.0847,-3.0891,-3.0935,-3.0979,-3.1022,-3.1065,-3.1107,-3.1149,-3.1191,-3.1232,-3.1274,-3.1314,-3.1355,-3.1395,-3.1435,-3.1474,-3.1513,-3.1552,-3.159,-3.1629,-3.1667,-3.1704,-3.1742,-3.1779,-3.1816,-3.1852,-3.1888,-3.1925,-3.196,-3.1996,-3.2031,-3.2066,-3.2101,-3.2135,-3.217,-3.2204,-3.2238,-3.2271,-3.2305,-3.2338,-3.2371,-3.2404,-3.2436,-3.2468,-3.25,-3.2532,-3.2564,-3.2596,-3.2627,-3.2658,-3.2689,-3.272,-3.275,-3.278,-3.2811,-3.2841
-0.25731,-0.8451,-0.99925,-0.99925,-0.8451,-0.25731,-0.95046,-1.2381,-1.4205,-1.554,-1.6594,-1.7464,-1.8205,-1.885,-1.9422,-1.9935,-2.04,-2.0825,-2.1218,-2.1581,-2.192,-2.2238,-2.2536,-2.2818,-2.3085,-2.3338,-2.3579,-2.3809,-2.4029,-2.4239,-2.4441,-2.4635,-2.4822,-2.5002,-2.5176,-2.5344,-2.5507,-2.5665,-2.5817,-2.5965,-2.6109,-2.6249,-2.6385,-2.6518,-2.6647,-2.6772,-2.6895,-2.7015,-2.7132,-2.7246,-2.7358,-2.7467,-2.7574,-2.7679,-2.7781,-2.7882,-2.798,-2.8077,-2.8172,-2.8265,-2.8356,-2.8446,-2.8534,-2.8621,-2.8706,-2.8789,-2.8872,-2.8953,-2.9032,-2.9111,-2.9188,-2.9264,-2.9339,-2.9413,-2.9485,-2.9557,-2.9628,-2.9697,-2.9766,-2.9834,-2.9901,-2.9967,-3.0032,-3.0096,-3.016,-3.0223,-3.0284,-3.0346,-3.0406,-3.0466,-3.0525,-3.0583,-3.0641,-3.0698,-3.0754,-3.081,-3.0865,-3.0919,-3.0973,-3.1027,-3.1079,-3.1132,-3.1183,-3.1234,-3.1285,-3.1335,-3.1385,-3.1434,-3.1483,-3.1531,-3.1578,-3.1626,-3.1673,-3.1719,-3.1765,-3.1811,-3.1856,-3.19,-3.1945,-3.1989,-3.2032,-3.2076,-3.2118,-3.2161,-3.2203,-3.2245,-3.2286,-3.2327,-3.2368,-3.2408,-3.2448,-3.2488,-3.2528,-3.2567,-3.2606,-3.2644,-3.2682,-3.272,-3.2758,-3.2795,-3.2832,-3.2869,-3.2906,-3.2942,-3.2978,-3.3014,-3.3049,-3.3085,-3.312,-3.3155,-3.3189,-3.3223,-3.3257,-3.3291,-3.3325,-3.3358,-3.3391,-3.3424,-3.3457,-3.349,-3.3522,-3.3554,-3.3586,-3.3618,-3.3649,-3.368,-3.3712,-3.3742,-3.3773,-3.3804,-3.3834,-3.3864
-0.34432,-0.95046,-1.1328,-1.1816,-1.1328,-0.95046,-0.34432,-1.0375,-1.3252,-1.5075,-1.641,-1.7464,-1.8334,-1.9075,-1.972,-2.0292,-2.0805,-2.127,-2.1696,-2.2088,-2.2451,-2.279,-2.3108,-2.3406,-2.3688,-2.3955,-2.4208,-2.4449,-2.4679,-2.4899,-2.5109,-2.5311,-2.5505,-2.5692,-2.5873,-2.6046,-2.6215,-2.6377,-2.6535,-2.6687,-2.6835,-2.6979,-2.7119,-2.7255,-2.7388,-2.7517,-2.7643,-2.7765,-2.7885,-2.8002,-2.8116,-2.8228,-2.8337,-2.8444,-2.8549,-2.8652,-2.8752,-2.8851,-2.8947,-2.9042,-2.9135,-2.9226,-2.9316,-2.9404,-2.9491,-2.9576,-2.9659,-2.9742,-2.9823,-2.9902,-2.9981,-3.0058,-3.0134,-3.0209,-3.0283,-3.0356,-3.0427,-3.0498,-3.0568,-3.0636,-3.0704,-3.0771,-3.0837,-3.0902,-3.0966,-3.103,-3.1093,-3.1155,-3.1216,-3.1276,-3.1336,-3.1395,-3.1453,-3.1511,-3.1568,-3.1624,-3.168,-3.1735,-3.1789,-3.1843,-3.1897,-3.1949,-3.2002,-3.2053,-3.2104,-3.2155,-3.2205,-3.2255,-3.2304,-3.2353,-3.2401,-3.2449,-3.2496,-3.2543,-3.2589,-3.2635,-3.2681,-3.2726,-3.2771,-3.2815,-3.2859,-3.2902,-3.2946,-3.2988,-3.3031,-3.3073,-3.3115,-3.3156,-3.3197,-3.3238,-3.3278,-3.3318,-3.3358,-3.3398,-3.3437,-3.3476,-3.3514,-3.3552,-3.359,-3.3628,-3.3665,-3.3703,-3.3739,-3.3776,-3.3812,-3.3848,-3.3884,-3.392,-3.3955,-3.399,-3.4025,-3.4059,-3.4093,-3.4128,-3.4161,-3.4195,-3.4228,-3.4262,-3.4295,-3.4327,-3.436,-3.4392,-3.4424,-3.4456,-3.4488,-3.4519,-3.4551,-3.4582,-3.4613,-3.4643,-3.4674,-3.4704
-0.41843,-1.0375,-1.2381,-1.3151,-1.3151,-1.2381,-1.0375,-0.41843,-1.1116,-1.3993,-1.5816,-1.7151,-1.8205,-1.9075,-1.9816,-2.0461,-2.1033,-2.1546,-2.2011,-2.2437,-2.2829,-2.3193,-2.3532,-2.3849,-2.4148,-2.4429,-2.4696,-2.4949,-2.519,-2.542,-2.564,-2.585,-2.6052,-2.6247,-2.6433,-2.6614,-2.6788,-2.6956,-2.7118,-2.7276,-2.7428,-2.7577,-2.772,-2.786,-2.7996,-2.8129,-2.8258,-2.8384,-2.8506,-2.8626,-2.8743,-2.8857,-2.8969,-2.9078,-2.9185,-2.929,-2.9393,-2.9493,-2.9592,-2.9688,-2.9783,-2.9876,-2.9967,-3.0057,-3.0145,-3.0232,-3.0317,-3.0401,-3.0483,-3.0564,-3.0643,-3.0722,-3.0799,-3.0875,-3.095,-3.1024,-3.1097,-3.1168,-3.1239,-3.1309,-3.1377,-3.1445,-3.1512,-3.1578,-3.1643,-3.1708,-3.1771,-3.1834,-3.1896,-3.1957,-3.2017,-3.2077,-3.2136,-3.2194,-3.2252,-3.2309,-3.2365,-3.2421,-3.2476,-3.2531,-3.2584,-3.2638,-3.2691,-3.2743,-3.2794,-3.2846,-3.2896,-3.2946,-3.2996,-3.3045,-3.3094,-3.3142,-3.319,-3.3237,-3.3284,-3.333,-3.3376,-3.3422,-3.3467,-3.3512,-3.3556,-3.36,-3.3644,-3.3687,-3.373,-3.3772,-3.3814,-3.3856,-3.3897,-3.3938,-3.3979,-3.4019,-3.406,-3.4099,-3.4139,-3.4178,-3.4217,-3.4255,-3.4293,-3.4331,-3.4369,-3.4406,-3.4444,-3.448,-3.4517,-3.4553,-3.4589,-3.4625,-3.4661,-3.4696,-3.4731,-3.4766,-3.48,-3.4835,-3.4869,-3.4902,-3.4936,-3.4969,-3.5003,-3.5036,-3.5068,-3.5101,-3.5133,-3.5165,-3.5197,-3.5229,-3.526,-3.5292,-3.5323,-3.5354,-3.5384,-3.5415
-0.48297,-1.1116,-1.3252,-1.4205,-1.4486,-1.4205,-1.3252,-1.1116,-0.48297,-1.1761,-1.4638,-1.6461,-1.7797,-1.885,-1.972,-2.0461,-2.1107,-2.1678,-2.2191,-2.2656,-2.3082,-2.3474,-2.3838,-2.4177,-2.4494,-2.4793,-2.5075,-2.5341,-2.5595,-2.5835,-2.6065,-2.6285,-2.6496,-2.6698,-2.6892,-2.7079,-2.7259,-2.7433,-2.7601,-2.7764,-2.7921,-2.8074,-2.8222,-2.8366,-2.8506,-2.8642,-2.8774,-2.8903,-2.9029,-2.9152,-2.9271,-2.9388,-2.9503,-2.9614,-2.9724,-2.9831,-2.9935,-3.0038,-3.0138,-3.0237,-3.0334,-3.0428,-3.0521,-3.0613,-3.0702,-3.0791,-3.0877,-3.0962,-3.1046,-3.1128,-3.1209,-3.1289,-3.1367,-3.1445,-3.1521,-3.1595,-3.1669,-3.1742,-3.1814,-3.1884,-3.1954,-3.2023,-3.2091,-3.2157,-3.2223,-3.2289,-3.2353,-3.2416,-3.2479,-3.2541,-3.2602,-3.2663,-3.2722,-3.2781,-3.284,-3.2897,-3.2954,-3.3011,-3.3066,-3.3121,-3.3176,-3.323,-3.3283,-3.3336,-3.3388,-3.344,-3.3491,-3.3542,-3.3592,-3.3641,-3.369,-3.3739,-3.3787,-3.3835,-3.3882,-3.3929,-3.3976,-3.4022,-3.4067,-3.4112,-3.4157,-3.4201,-3.4245,-3.4289,-3.4332,-3.4375,-3.4417,-3.4459,-3.4501,-3.4543,-3.4584,-3.4624,-3.4665,-3.4705,-3.4745,-3.4784,-3.4823,-3.4862,-3.4901,-3.4939,-3.4977,-3.5015,-3.5052,-3.5089,-3.5126,-3.5162,-3.5199,-3.5235,-3.527,-3.5306,-3.5341,-3.5376,-3.5411,-3.5446,-3.548,-3.5514,-3.5548,-3.5581,-3.5615,-3.5648,-3.5681,-3.5714,-3.5746,-3.5779,-3.5811,-3.5843,-3.5874,-3.5906,-3.5937,-3.5968,-3.5999,-3.603
-0.54013,-1.1761,-1.3993,-1.5075,-1.554,-1.554,-1.5075,-1.3993,-1.1761,-0.54013,-1.2333,-1.521,-1.7033,-1.8368,-1.9422,-2.0292,-2.1033,-2.1678,-2.225,-2.2763,-2.3228,-2.3654,-2.4046,-2.4409,-2.4749,-2.5066,-2.5365,-2.5646,-2.5913,-2.6166,-2.6407,-2.6637,-2.6857,-2.7067,-2.7269,-2.7463,-2.765,-2.7831,-2.8005,-2.8173,-2.8335,-2.8493,-2.8645,-2.8794,-2.8937,-2.9077,-2.9213,-2.9346,-2.9475,-2.9601,-2.9723,-2.9843,-2.996,-3.0074,-3.0186,-3.0295,-3.0402,-3.0507,-3.061,-3.071,-3.0809,-3.0905,-3.1,-3.1093,-3.1184,-3.1274,-3.1362,-3.1449,-3.1534,-3.1617,-3.17,-3.1781,-3.186,-3.1939,-3.2016,-3.2092,-3.2167,-3.2241,-3.2314,-3.2385,-3.2456,-3.2526,-3.2594,-3.2662,-3.2729,-3.2795,-3.286,-3.2925,-3.2988,-3.3051,-3.3113,-3.3174,-3.3234,-3.3294,-3.3353,-3.3411,-3.3469,-3.3526,-3.3582,-3.3638,-3.3693,-3.3747,-3.3801,-3.3855,-3.3907,-3.396,-3.4011,-3.4063,-3.4113,-3.4163,-3.4213,-3.4262,-3.4311,-3.4359,-3.4407,-3.4454,-3.4501,-3.4547,-3.4593,-3.4639,-3.4684,-3.4729,-3.4773,-3.4817,-3.486,-3.4904,-3.4946,-3.4989,-3.5031,-3.5073,-3.5114,-3.5155,-3.5196,-3.5236,-3.5277,-3.5316,-3.5356,-3.5395,-3.5434,-3.5472,-3.551,-3.5548,-3.5586,-3.5623,-3.5661,-3.5697,-3.5734,-3.577,-3.5806,-3.5842,-3.5878,-3.5913,-3.5948,-3.5983,-3.6017,-3.6052,-3.6086,-3.6119,-3.6153,-3.6186,-3.622,-3.6253,-3.6285,-3.6318,-3.635,-3.6382,-3.6414,-3.6446,-3.6477,-3.6509,-3.654,-3.6571
