1.8598,0.65483,0.40803,0.29891,0.23679,0.19649,0.16815,0.14709,0.13081,0.11783,0.10724,0.098425,0.090971,0.084583,0.079046,0.0742,0.069923,0.066118,0.062712,0.059644,0.056866,0.054338,0.052029,0.04991,0.047959,0.046157,0.044487,0.042935,0.041489,0.040138,0.038873,0.037686,0.036571,0.03552,0.034529,0.033592,0.032705,0.031864,0.031066,0.030307,0.029585,0.028896,0.02824,0.027612,0.027013,0.026439,0.025889,0.025362,0.024856,0.02437,0.023902,0.023453,0.02302,0.022603,0.022201,0.021813,0.021439,0.021077,0.020728,0.02039,0.020063,0.019746,0.019439,0.019142,0.018854,0.018574,0.018303,0.018039,0.017783,0.017534,0.017292
0.65483,1.3289,0.54757,0.36111,0.27243,0.21974,0.18457,0.15934,0.14031,0.12542,0.11345,0.10361,0.095359,0.08835,0.082317,0.077067,0.072457,0.068375,0.064735,0.061468,0.058519,0.055844,0.053406,0.051175,0.049125,0.047234,0.045486,0.043864,0.042355,0.040947,0.039631,0.038398,0.037241,0.036151,0.035125,0.034155,0.033238,0.03237,0.031547,0.030764,0.03002,0.029311,0.028636,0.027991,0.027375,0.026785,0.026221,0.02568,0.025161,0.024663,0.024185,0.023725,0.023282,0.022855,0.022444,0.022048,0.021666,0.021296,0.02094,0.020595,0.020261,0.019938,0.019625,0.019322,0.019028,0.018744,0.018467,0.018199,0.017938,0.017685,0.017439
0.40803,0.54757,1.1118,0.48529,0.32944,0.25299,0.20651,0.17497,0.15204,0.13457,0.12079,0.10963,0.1004,0.092627,0.085995,0.080266,0.075264,0.07086,0.06695,0.063455,0.060313,0.057471,0.054889,0.052532,0.050372,0.048384,0.04655,0.044851,0.043273,0.041804,0.040432,0.039149,0.037945,0.036814,0.03575,0.034745,0.033797,0.032899,0.032048,0.031241,0.030473,0.029743,0.029047,0.028384,0.02775,0.027145,0.026565,0.02601,0.025478,0.024967,0.024477,0.024005,0.023552,0.023116,0.022695,0.02229,0.021899,0.021522,0.021157,0.020805,0.020465,0.020135,0.019816,0.019507,0.019208,0.018918,0.018636,0.018363,0.018098,0.01784,0.01759
0.29891,0.36111,0.48529,0.98533,0.44322,0.30619,0.23792,0.19587,0.16702,0.14586,0.12963,0.11674,0.10625,0.097534,0.09017,0.083862,0.078396,0.073613,0.069389,0.065632,0.062268,0.059237,0.056492,0.053994,0.05171,0.049615,0.047685,0.045901,0.044248,0.042711,0.041279,0.039941,0.038688,0.037512,0.036406,0.035365,0.034382,0.033452,0.032572,0.031738,0.030946,0.030193,0.029476,0.028793,0.02814,0.027517,0.026922,0.026352,0.025805,0.025281,0.024778,0.024295,0.023831,0.023384,0.022954,0.022539,0.02214,0.021754,0.021382,0.021022,0.020674,0.020338,0.020012,0.019697,0.019392,0.019096,0.018809,0.018531,0.018261,0.017999,0.017744
0.23679,0.27243,0.32944,0.44322,0.89945,0.41229,0.28816,0.22578,0.18705,0.16029,0.14055,0.12532,0.11317,0.10324,0.094962,0.087946,0.081919,0.076684,0.072092,0.068029,0.064409,0.061162,0.058231,0.055574,0.053152,0.050936,0.0489,0.047023,0.045287,0.043676,0.042177,0.040779,0.039472,0.038248,0.037097,0.036015,0.034995,0.034032,0.033121,0.032258,0.03144,0.030662,0.029922,0.029218,0.028546,0.027905,0.027292,0.026706,0.026145,0.025607,0.025091,0.024595,0.024119,0.023661,0.023221,0.022796,0.022387,0.021993,0.021612,0.021245,0.02089,0.020546,0.020214,0.019893,0.019581,0.019279,0.018987,0.018703,0.018428,0.018161,0.017901
0.19649,0.21974,0.25299,0.30619,0.41229,0.83598,0.38826,0.27362,0.21572,0.17959,0.1545,0.13591,0.12151,0.10999,0.10054,0.092633,0.085919,0.080139,0.075108,0.070686,0.066767,0.063269,0.060127,0.057289,0.054711,0.052359,0.050205,0.048224,0.046395,0.044703,0.043131,0.041668,0.040302,0.039024,0.037826,0.0367,0.03564,0.03464,0.033696,0.032802,0.031955,0.031151,0.030388,0.029661,0.028968,0.028308,0.027677,0.027074,0.026497,0.025944,0.025414,0.024906,0.024417,0.023948,0.023496,0.023062,0.022643,0.02224,0.02185,0.021474,0.021111,0.020761,0.020421,0.020093,0.019775,0.019468,0.019169,0.01888,0.0186,0.018327,0.018063
0.16815,0.18457,0.20651,0.23792,0.28816,0.38826,0.78642,0.36887,0.26158,0.20721,0.17317,0.14945,0.13182,0.11812,0.10712,0.098086,0.090512,0.084063,0.0785,0.07365,0.06938,0.065591,0.062204,0.059158,0.056403,0.053898,0.05161,0.049513,0.047582,0.045799,0.044147,0.042612,0.041182,0.039846,0.038595,0.037422,0.036319,0.03528,0.034299,0.033372,0.032495,0.031663,0.030873,0.030123,0.029408,0.028727,0.028077,0.027456,0.026862,0.026294,0.025749,0.025227,0.024726,0.024244,0.023781,0.023336,0.022907,0.022494,0.022095,0.021711,0.02134,0.020981,0.020635,0.020299,0.019975,0.019661,0.019357,0.019062,0.018776,0.018498,0.018229
0.14709,0.15934,0.17497,0.19587,0.22578,0.27362,0.36887,0.74623,0.35276,0.25137,0.19988,0.16756,0.14499,0.12817,0.11506,0.10453,0.095854,0.088568,0.082354,0.076985,0.072297,0.068164,0.064492,0.061206,0.058247,0.055568,0.05313,0.050902,0.048856,0.046973,0.045231,0.043617,0.042116,0.040717,0.039409,0.038184,0.037034,0.035952,0.034933,0.033971,0.033061,0.032199,0.031381,0.030605,0.029866,0.029163,0.028493,0.027853,0.027241,0.026656,0.026096,0.02556,0.025045,0.024551,0.024076,0.023619,0.023179,0.022756,0.022348,0.021955,0.021575,0.021208,0.020854,0.020512,0.02018,0.01986,0.019549,0.019248,0.018956,0.018673,0.018399
0.13081,0.14031,0.15204,0.16702,0.18705,0.21572,0.26158,0.35276,0.71272,0.3391,0.24258,0.19348,0.16261,0.14101,0.12488,0.1123,0.10217,0.09381,0.086779,0.080774,0.075579,0.071037,0.067028,0.063462,0.060268,0.057389,0.054779,0.052403,0.050229,0.048233,0.046393,0.044691,0.043111,0.041642,0.040272,0.03899,0.037789,0.036661,0.0356,0.034599,0.033654,0.03276,0.031913,0.031109,0.030345,0.029619,0.028926,0.028266,0.027636,0.027033,0.026457,0.025905,0.025376,0.024868,0.02438,0.023912,0.023461,0.023027,0.022609,0.022206,0.021818,0.021442,0.02108,0.02073,0.020391,0.020064,0.019747,0.019439,0.019142,0.018853,0.018573
0.11783,0.12542,0.13457,0.14586,0.16029,0.17959,0.20721,0.25137,0.3391,0.68418,0.3273,0.23489,0.18783,0.15819,0.13743,0.12191,0.10979,0.10001,0.091928,0.085125,0.079307,0.074269,0.069859,0.065963,0.062494,0.059383,0.056578,0.054033,0.051714,0.049591,0.04764,0.04584,0.044174,0.042628,0.041189,0.039845,0.038589,0.03741,0.036303,0.035261,0.034278,0.033349,0.03247,0.031636,0.030846,0.030094,0.029379,0.028697,0.028047,0.027425,0.026832,0.026263,0.025719,0.025197,0.024696,0.024215,0.023752,0.023307,0.022879,0.022466,0.022068,0.021684,0.021313,0.020955,0.020609,0.020274,0.01995,0.019636,0.019332,0.019038,0.018752
